TOA5	Esolmet_CR6_IP	CR6	9884	CR6.Std.12.01	CPU:20230123_Esolmet_CR6.CR6	37906	Table2_10min																	
TIMESTAMP	RECORD	BattV_Min	PTemp_C	I_glob_Avg	I_dir_Avg	I_dif_Avg	I_glob_inc_Avg	Indice_UV_Avg	Indice_UV_1	Indice_UV_2	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH	RH_Max	RH_Min	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	Rain_mm_Tot	BP_mbar_Avg
TS	RN	Volts	Deg C	W/m2	W/m2	W/m2	W/m2	W/m2	I-UV	MED/hr	Deg C	Deg C	Deg C	Deg C	%	%	%	meters/second	meters/second	meters/second	meters/second	degrees	mm	mbar
		Min	Smp	Avg	Avg	Avg	Avg	Avg	Smp	Smp	Avg	Max	Min	Std	Smp	Max	Min	Avg	Max	Min	Std	Smp	Tot	Avg
23/02/2023 19:20	53	12.99	28.28	0	0	0	0	0	-0.004	-0.002	-489.7	-486	-493.4	2.17	-472.5	-467.3	-474.9	0	0	0	0	0.148	0	21.89226
23/02/2023 19:30	54	12.96	27.65	0	0	0	0	0	-0.004	-0.002	-493.7	-490.2	-497.2	2.111	-477.6	-473	-479.9	0	0	0	0	0.148	0	18.43163
23/02/2023 19:40	55	12.95	27.03	0	0	0	0	0	-0.004	-0.002	-497.4	-493.9	-500.8	2.091	-482.5	-478.1	-484.8	0	0	0	0	0.145	0	15.14604
23/02/2023 19:50	56	12.95	26.49	0	0	0	0	0	-0.004	-0.002	-500.7	-497.4	-503.9	2.045	-486.7	-482.9	-489	0	0	0	0	0.143	0	12.16239
23/02/2023 20:00	57	12.95	25.99	0	0	0	0	0	-0.004	-0.002	-503.5	-500.4	-506.5	2.008	-490.4	-487.1	-492.7	0	0	0	0	0.145	0	9.777487
23/02/2023 20:10	58	12.92	25.54	0	0	0	0	0	-0.004	-0.002	-505.9	-503	-508.8	1.988	-493.7	-490.8	-495.9	0	0	0	0	0.134	0	7.684491
23/02/2023 20:20	59	12.91	25.13	0	0	0	0	0	-0.004	-0.002	-508.1	-505.3	-510.8	1.974	-496.5	-494	-498.7	0	0	0	0	0.123	0	5.818109
23/02/2023 20:30	60	12.87	24.81	0	0	0	0	0	-0.004	-0.002	-509.9	-507.2	-512.5	1.96	-498.9	-496.8	-501.1	0	0	0	0	0.122	0	4.225741
23/02/2023 20:40	61	12.88	24.52	0	0	0	0	0	-0.004	-0.002	-511.3	-508.8	-513.9	1.954	-500.8	-499.1	-503	0	0	0	0	0.121	0	3.060281
23/02/2023 20:50	62	12.88	24.25	0	0	0	0	0	-0.004	-0.002	-512.6	-510.1	-515	1.95	-502.4	-500.9	-504.6	0	0	0	0	0.119	0	2.016156
23/02/2023 21:00	63	12.86	24.04	0	0	0	0	0	-0.004	-0.002	-513.6	-511.3	-516	1.953	-503.9	-502.6	-506.1	0	0	0	0	0.119	0	0.9988983
23/02/2023 21:10	64	12.83	23.89	0	0	0	0	0	-0.004	-0.002	-514.5	-512.2	-516.8	1.952	-505	-504	-507.2	0	0	0	0	0.118	0	0.2610504
23/02/2023 21:20	65	12.84	23.67	0	0	0	0	0	-0.004	-0.002	-515.2	-513	-517.5	1.954	-506	-505.1	-508.2	0	0	0	0	0.119	0	-0.2833801
23/02/2023 21:30	66	12.83	23.41	0	0	0	0	0	-0.004	-0.002	-516	-513.7	-518.3	1.956	-507.2	-506.1	-509.3	0	0	0	0	0.119	0	-0.9800537
23/02/2023 21:40	67	12.84	23.14	0	0	0	0	0	-0.004	-0.002	-516.8	-514.5	-519.2	1.957	-508.5	-507.3	-510.6	0	0	0	0	0.118	0	-1.785751
23/02/2023 21:50	68	12.83	22.92	0	0	0	0	0	-0.004	-0.002	-517.7	-515.4	-520.1	1.961	-509.8	-508.6	-511.9	0	0	0	0	0.119	0	-2.526584
23/02/2023 22:00	69	12.83	22.81	0	0	0	0	0	-0.004	-0.002	-518.5	-516.3	-520.7	1.963	-510.7	-509.9	-512.9	0	0	0	0	0.119	0	-3.124295
23/02/2023 22:10	70	12.8	22.7	0	0	0	0	0	-0.004	-0.002	-519	-516.9	-521.1	1.966	-511.3	-510.8	-513.5	0	0	0	0	0.118	0	-3.608438
23/02/2023 22:20	71	12.8	22.54	0	0	0	0	0	-0.004	-0.002	-519.4	-517.2	-521.6	1.967	-512	-511.4	-514.1	0	0	0	0	0.117	0	-3.916318
23/02/2023 22:30	72	12.8	22.37	0	0	0	0	0	-0.004	-0.002	-519.9	-517.7	-522.1	1.968	-512.7	-512.1	-514.8	0	0	0	0	0.115	0	-4.29071
23/02/2023 22:40	73	12.81	22.22	0	0	0	0	0	-0.004	-0.002	-520.4	-518.2	-522.6	1.969	-513.4	-512.8	-515.5	0	0	0	0	0.116	0	-4.779501
23/02/2023 22:50	74	12.8	22.07	0	0	0	0	0	-0.004	-0.002	-520.9	-518.7	-523.1	1.969	-514.2	-513.5	-516.2	0	0	0	0	0.116	0	-5.216702
23/02/2023 23:00	75	12.8	21.92	0	0	0	0	0	-0.004	-0.002	-521.4	-519.2	-523.5	1.973	-514.8	-514.2	-516.9	0	0	0	0	0.116	0	-5.665219
23/02/2023 23:10	76	12.8	21.75	0	0	0	0	0	-0.004	-0.002	-521.8	-519.6	-524	1.974	-515.5	-514.9	-517.6	0	0	0	0	0.115	0	-6.061063
23/02/2023 23:20	77	12.8	21.57	0	0	0	0	0	-0.004	-0.002	-522.3	-520.1	-524.5	1.975	-516.3	-515.6	-518.4	0	0	0	0	0.115	0	-6.535291
23/02/2023 23:30	78	12.79	21.45	0	0	0	0	0	-0.004	-0.002	-522.8	-520.6	-525	1.978	-517	-516.4	-519.1	0	0	0	0	0.112	0	-6.928973
23/02/2023 23:40	79	12.79	21.3	0	0	0	0	0	-0.004	-0.002	-523.2	-521.1	-525.3	1.98	-517.6	-517.1	-519.6	0	0	0	0	0.112	0	-7.207044
23/02/2023 23:50	80	12.79	21.06	0	0	0	0	0	-0.004	-0.002	-523.6	-521.4	-525.8	1.979	-518.3	-517.6	-520.3	0	0	0	0	0.112	0	-7.506167
24/02/2023 00:00	81	12.79	20.83	0	0	0	0	0	-0.004	-0.002	-524.2	-521.9	-526.5	1.981	-519.3	-518.4	-521.3	0	0	0	0	0.114	0	-8.026815
24/02/2023 00:10	82	12.8	20.68	0	0	0	0	0	-0.004	-0.002	-524.8	-522.6	-527	1.984	-520.1	-519.4	-522.1	0	0	0	0	0.113	0	-8.576062
24/02/2023 00:20	83	12.79	20.61	0	0	0	0	0	-0.004	-0.002	-525.3	-523.1	-527.4	1.987	-520.7	-520.2	-522.7	0	0	0	0	0.115	0	-8.92955
24/02/2023 00:30	84	12.78	20.5	0	0	0	0	0	-0.004	-0.002	-525.6	-523.5	-527.7	1.989	-521.1	-520.7	-523.1	0	0	0	0	0.114	0	-9.194901
24/02/2023 00:40	85	12.79	20.41	0	0	0	0	0	-0.004	-0.002	-525.8	-523.7	-528	1.99	-521.5	-521.1	-523.5	0	0	0	0	0.113	0	-9.486719
24/02/2023 00:50	86	12.78	20.31	0	0	0	0	0	-0.004	-0.002	-526.1	-524	-528.2	1.995	-521.8	-521.5	-523.8	0	0	0	0	0.114	0	-9.668149
24/02/2023 01:00	87	12.77	20.17	0	0	0	0	0	-0.004	-0.002	-526.3	-524.2	-528.5	1.992	-522.3	-521.9	-524.2	0	0	0	0	0.112	0	-9.929205
24/02/2023 01:10	88	12.77	20.1	0	0	0	0	0	-0.004	-0.002	-526.6	-524.5	-528.8	1.991	-522.7	-522.3	-524.7	0	0	0	0	0.114	0	-10.11394
24/02/2023 01:20	89	12.77	20.06	0	0	0	0	0	-0.004	-0.002	-526.9	-524.8	-528.9	1.995	-523	-522.8	-525	0	0	0	0	0.114	0	-10.28894
24/02/2023 01:30	90	12.75	19.96	0	0	0	0	0	-0.004	-0.002	-527	-525	-529.1	1.998	-523.3	-523	-525.2	0	0	0	0	0.114	0	-10.42663
24/02/2023 01:40	91	12.76	19.8	62.9	34.73	117.5	92.7	0	-0.004	-0.002	-527.2	-525.1	-529.3	1.997	-523.6	-523.3	-525.6	0	0	0	0	0.113	0	-10.61223
24/02/2023 01:50	92	12.76	19.65	207.1	149.9	285.5	192.4	0	-0.004	-0.002	-527.5	-525.4	-529.7	1.993	-524.1	-523.7	-526.1	0	0	0	0	0.113	0	-10.80071
24/02/2023 02:00	93	12.75	19.49	540.2	522.6	569.5	345.6	0	-0.004	-0.002	-527.9	-525.7	-530	1.997	-524.7	-524.2	-526.6	0	0	0	0	0.111	0	-11.06838
24/02/2023 02:10	94	12.75	19.34	755.3	763.5	754.1	445.2	0	-0.004	-0.002	-528.2	-526.1	-530.4	1.997	-525.3	-524.8	-527.2	0	0	0	0	0.11	0	-11.40298
24/02/2023 02:20	95	12.76	19.24	715.3	718.7	720.2	426.7	0	-0.004	-0.002	-528.6	-526.4	-530.7	2	-525.8	NAN	NAN	0	0	0	0	0.111	0	-11.74352
24/02/2023 02:30	96	12.76	19.2	653.4	648.3	667.9	398.8	0	-0.004	-0.002	-528.9	-526.8	-530.9	2.004	-526.1	NAN	NAN	0	0	0	0	0.111	0	-11.87372
24/02/2023 02:40	97	12.76	19.2	505.7	482.7	542.7	331.7	0	-0.004	-0.002	-529	-526.9	-531	2.008	-526.3	NAN	NAN	0	0	0	0	0.111	0	-12.08561
24/02/2023 02:50	98	12.75	19.24	333.4	289	395.1	252.5	0	-0.004	-0.002	-529	-527	-531.1	2.012	-526.2	NAN	NAN	0	0	0	0	0.11	0	-12.01649
24/02/2023 03:00	99	12.76	19.27	260.2	206.2	331.9	218.5	0	-0.004	-0.002	-529	-526.9	-531	2.013	-526.1	NAN	NAN	0	0	0	0	0.113	0	-11.98672
24/02/2023 03:10	100	12.76	19.27	324.7	279.4	385.9	247.2	0	-0.004	-0.002	-528.9	-526.9	-531	2.014	-526.1	NAN	NAN	0	0	0	0	0.111	0	-11.92698
24/02/2023 03:20	101	12.75	19.26	352.6	309.7	410.8	261.5	0	-0.004	-0.002	-528.9	-526.9	-530.9	2.012	-526.1	NAN	NAN	0	0	0	0	0.111	0	-11.88257
24/02/2023 03:30	102	12.76	19.23	415.9	380.1	465.7	291.2	0	-0.004	-0.002	-528.9	-526.9	-530.9	2.013	-526.1	NAN	NAN	0	0	0	0	0.11	0	-11.90323
24/02/2023 03:40	103	12.76	19.28	113.4	75.14	182.5	136.3	0	-0.004	-0.002	-528.9	-526.9	-531	2.013	-526.1	NAN	NAN	0	0	0	0	0.111	0	-11.89583
24/02/2023 03:50	104	12.75	19.38	0	0	6.343	13.03	0	-0.004	-0.002	-528.9	-526.8	-530.9	2.018	-525.9	NAN	NAN	0	0	0	0	0.111	0	-11.86638
24/02/2023 04:00	105	12.74	19.39	12.32	0	50.68	55.64	0	-0.004	-0.002	-528.7	-526.6	-530.8	2.02	-525.7	NAN	NAN	0	0	0	0	0.112	0	-11.7306
24/02/2023 04:10	106	12.75	19.32	277.5	233.3	344.9	225.4	0	-0.004	-0.002	-528.6	-526.6	-530.7	2.013	-525.7	NAN	NAN	0	0	0	0	0.113	0	-11.65579
24/02/2023 04:20	107	12.74	19.16	772.7	781.9	769	453.6	0	-0.004	-0.002	-528.7	-526.7	-530.8	2.009	-526	NAN	NAN	0	0	0	0	0.111	0	-11.73722
24/02/2023 04:30	108	12.72	18.99	1086	1135	1033	596.1	0	-0.004	-0.002	-529	-526.9	-531.1	2.005	-526.5	NAN	NAN	0	0	0	0	0.112	0	-11.99529
24/02/2023 04:40	109	12.73	18.78	1543	1648	1424	807	0	-0.003	-0.001	-529.3	-527.2	-531.5	2.004	-527	NAN	NAN	0	0	0	0	0.124	0	-12.30181
24/02/2023 04:50	110	12.72	18.56	1833	1973	1671	940	0	-0.003	-0.001	-529.7	-527.5	-531.9	2.003	NAN	NAN	NAN	0	0	0	0	0.125	0	-12.5991
24/02/2023 05:00	111	12.73	18.34	2198	2383	1985	1108	0	-0.003	-0.001	-530.2	-528	-532.4	2.005	NAN	NAN	NAN	0	0	0	0	0.125	0	-13.00737
24/02/2023 05:10	112	12.72	18.14	2412	2624	2166	1206	0	-0.003	-0.001	-530.6	-528.4	-532.8	2.007	NAN	NAN	NAN	0	0	0	0	0.129	0	-13.37877
24/02/2023 05:20	113	12.72	17.96	2576	2811	2303	1279	0	-0.003	-0.001	-531	-528.8	-533.2	2.009	NAN	NAN	NAN	0	0	0	0	0.124	0	-13.69865
24/02/2023 05:30	114	12.72	17.77	2836	3101	2526	1399	0	-0.003	-0.001	-531.4	-529.3	-533.6	2.008	NAN	NAN	NAN	0	0	0	0	0.126	0	-14.01788
24/02/2023 05:40	115	12.72	17.58	3057	3349	2716	1502	0	-0.003	-0.001	-531.8	-529.6	-533.9	2.013	NAN	NAN	NAN	0	0	0	0	0.107	0	-14.25208
24/02/2023 05:50	116	12.72	17.44	3115	3415	2765	1529	0	-0.003	-0.001	-532.1	-530	-534.3	2.015	NAN	NAN	NAN	0	0	0	0	0.107	0	-14.50903
24/02/2023 06:00	117	12.71	17.33	3139	3441	2786	1540	0	-0.003	-0.001	-532.4	-530.3	-534.5	2.019	NAN	NAN	NAN	0	0	0	0	0.114	0	-14.7447
24/02/2023 06:10	118	12.72	17.14	3415	3752	3021	1666	0	-0.003	-0.001	-532.6	-530.5	-534.8	2.019	NAN	NAN	NAN	0	0	0	0	0.125	0	-14.88908
24/02/2023 06:20	119	12.72	16.94	3703	4075	3266	1798	0	-0.003	-0.001	-532.9	-530.8	-535.1	2.019	NAN	NAN	NAN	0	0	0	0	0.106	0	-15.08316
24/02/2023 06:30	120	12.71	16.86	3613	3973	3190	1757	0	-0.003	-0.001	-533.3	-531.1	-535.4	2.022	NAN	NAN	NAN	0	0	0	0	0.107	0	-15.37392
24/02/2023 06:40	121	12.71	16.91	3267	3586	2895	1598	0	-0.003	-0.001	-533.5	-531.4	-535.6	2.028	NAN	NAN	NAN	0	0	0	0	0.108	0	-15.50472
24/02/2023 06:50	122	12.71	16.98	3165	3470	2808	1552	0	-0.003	-0.001	-533.5	-531.4	-535.6	2.034	NAN	NAN	NAN	0	0	0	0	0.107	0	-15.50105
24/02/2023 07:00	123	12.72	17	3163	3469	2805	1549	0	-0.003	-0.001	-533.4	-531.4	-535.5	2.034	NAN	NAN	NAN	0	0	0	0	0.109	0	-15.43218
24/02/2023 07:10	124	12.71	17	3193	3502	2832	1564	0	-0.003	-0.001	-533.4	-531.3	-535.4	2.033	NAN	NAN	NAN	0	0	0	0	0.107	0	-15.3777
24/02/2023 07:20	125	12.72	16.99	3235	3548	2869	1585	0	-0.003	-0.001	-533.4	-531.3	-535.4	2.032	NAN	NAN	NAN	0	0	0	0	0.108	0	-15.36244
24/02/2023 07:30	126	12.76	17	3085	3380	2740	1515	0	-0.003	-0.001	-533.4	-531.3	-535.4	2.033	NAN	NAN	NAN	0	0	0	0	0.108	0	-15.441
24/02/2023 07:40	127	12.8	17.11	2697	2943	2410	1338	0	-0.003	-0.001	-533.3	-531.3	-535.4	2.035	NAN	NAN	NAN	0	0	0	0	0.107	0	-15.42561
24/02/2023 07:50	128	12.88	17.37	1933	2084	1759	987	0	-0.004	-0.002	-533.2	-531.1	-535.3	2.039	NAN	NAN	NAN	0	0	0	0	0.109	0	-15.27324
24/02/2023 08:00	129	13.03	17.74	953	980	925	539.7	0	-0.004	-0.002	-532.9	-530.6	-535.1	2.044	NAN	NAN	NAN	0	0	0	0	0.108	0	-15.054
24/02/2023 08:10	130	13.36	18.23	18.81	10.87	37.18	31.28	0	-0.004	-0.002	-532.3	-529.9	-534.6	2.052	NAN	NAN	NAN	0	0	0	0	0.109	0	-14.67598
24/02/2023 08:20	131	13.58	18.8	0	0	0	0	0	-0.004	-0.002	-531.5	-529	-533.9	2.06	NAN	NAN	NAN	0	0	0	0	0.108	0	-13.99298
24/02/2023 08:30	132	13.63	19.51	0	0	0	0	0	-0.004	-0.002	-530.4	-527.8	-533	2.075	NAN	NAN	NAN	0	0	0	0	0.127	0	-13.07452
24/02/2023 08:40	133	13.7	20.37	0	0	0	0	0	-0.004	-0.002	-529	-526.2	-531.7	2.099	-524.9	NAN	NAN	0	0	0	0	0.132	0	-11.98576
24/02/2023 08:50	134	13.77	21.28	0	0	0	0	0	-0.004	-0.002	-527.1	-524	-530.1	2.145	-521.6	-521.6	-526.7	0	0	0	0	0.133	0	-10.51728
24/02/2023 09:00	135	13.77	22.95	0	0	0	0	0	-0.004	-0.002	-524.7	-521.1	-527.9	2.235	-517.1	-517.1	-523.5	0	0	0	0	0.137	0	-8.562161
24/02/2023 09:10	136	13.71	23.91	0	0	0	0	0	-0.004	-0.002	-520.7	-516.7	-524.9	2.454	-510.7	-510.7	-518.9	0	0	0	0	0.139	0	-5.122015
24/02/2023 09:20	137	13.7	24.31	0	0	0	0	0	-0.004	-0.002	-517.1	-513.9	-520.5	2.182	-506.6	-506.6	-512.6	0	0	0	0	0.12	0	-1.76282
24/02/2023 09:30	138	13.68	24.68	0	0	0	0	0	-0.004	-0.002	-514.9	-512.1	-517.7	2.069	-504	-504	-508.7	0	0	0	0	0.121	0	0.05104065
24/02/2023 09:40	139	13.67	25.08	0	0	0	0	0	-0.004	-0.002	-513.3	-510.6	-516	2.048	-501.7	-501.7	-506.1	0	0	0	0	0.124	0	1.411749
24/02/2023 09:50	140	13.65	25.49	0	0	0	0	0	-0.004	-0.002	-511.7	-509	-514.4	2.046	-499.4	-499.4	-503.9	0	0	0	0	0.124	0	2.78573
24/02/2023 10:00	141	13.63	25.91	0	0	0	0	0	-0.004	-0.002	-510	-507.3	-512.8	2.05	-497	-497	-501.6	0	0	0	0	0.124	0	4.193454
24/02/2023 10:10	142	13.63	26.28	0	0	0	0	0	-0.004	-0.002	-508.3	-505.5	-511.1	2.053	-494.5	-494.5	-499.2	0	0	0	0	0.126	0	5.817377
24/02/2023 10:20	143	13.59	26.57	0	0	0	0	0	-0.004	-0.002	-506.6	-503.9	-509.3	2.035	-492.2	-492.2	-496.7	0	0	0	0	0.128	0	7.327441
24/02/2023 10:30	144	13.6	26.81	0	0	0	0	0	-0.004	-0.002	-505.1	-502.5	-507.7	2.008	-490.3	-490.3	-494.5	0	0	0	0	0.127	0	8.564847
24/02/2023 10:40	145	13.58	27.05	0	0	0	0	0	-0.004	-0.002	-503.8	-501.3	-506.3	1.997	-488.6	-488.6	-492.6	0	0	0	0	0.126	0	9.722842
24/02/2023 10:50	146	13.58	27.31	0	0	0	0	0	-0.004	-0.002	-502.6	-500	-505.1	2.004	-486.8	-486.8	-491	0	0	0	0	0.124	0	10.8429
24/02/2023 11:00	147	13.58	27.5	0	0	0	0	0	-0.004	-0.002	-501.3	-498.8	-503.8	1.988	-485.1	-485.1	-489.2	0	0	0	0	0.128	0	12.12227
24/02/2023 11:10	148	13.58	27.73	0	0	0	0	0	-0.004	-0.002	-500.2	-497.7	-502.7	1.989	-483.6	-483.6	-487.6	0	0	0	0	0.127	0	13.19906
24/02/2023 11:20	149	13.54	27.95	0	0	0	0	0	-0.004	-0.002	-499	-496.5	-501.5	1.988	-482	-482	-486	0	0	0	0	0.127	0	14.28081
24/02/2023 11:30	150	13.55	28.25	0	0	0	0	0	-0.004	-0.002	-497.7	-495.1	-500.3	2.001	-480.1	-480.1	-484.4	0	0	0	0	0.129	0	15.47381
24/02/2023 11:40	151	13.55	28.57	0	0	0	0	0	-0.004	-0.002	-496.2	-493.4	-498.9	2.025	-477.8	-477.8	-482.6	0	0	0	0	0.128	0	16.99956
24/02/2023 11:50	152	13.51	28.89	0	0	0	0	0	-0.004	-0.002	-494.4	-491.6	-497.2	2.033	-475.4	-475.4	-480.3	0	0	0	0	0.126	0	18.71789
24/02/2023 12:00	153	13.52	29.19	0	0	0	0	0	-0.004	-0.002	-492.6	-489.8	-495.4	2.027	-472.9	-472.9	-477.9	0	0	0	0	0.132	0	20.35588
24/02/2023 12:10	154	13.51	29.47	0	0	0	0	0	-0.004	-0.002	-490.8	-488	-493.6	2.028	-470.5	-470.5	-475.5	0	0	0	0	0.131	0	21.97836
24/02/2023 12:20	155	13.5	29.76	0	0	0	0	0	-0.004	-0.002	-489	-486.3	-491.8	2.021	-468.1	-468.1	-473	0	0	0	0	0.131	0	23.61083
24/02/2023 12:30	156	13.47	30.15	0	0	0	0	0	-0.004	-0.002	-487.1	-484.2	-490	2.048	-465.4	-465.4	-470.7	0	0	0	0	0.134	0	25.35028
24/02/2023 12:40	157	13.44	30.67	0	0	0	0	0	-0.004	-0.002	-484.7	-481.3	-487.9	2.151	-461.6	-461.6	-467.9	0	0	0	0	0.132	0	27.87019
24/02/2023 12:50	158	13.43	31.08	0	0	0	0	0	-0.004	-0.002	-481.5	-478.1	-484.9	2.177	-457.4	-457.4	-464.1	0	0	0	0	0.132	0	30.87932
24/02/2023 13:00	159	13.42	31.53	0	0	0	0	0	-0.004	-0.002	-478.4	-475	-481.8	2.169	-453.3	-453.3	-460	0	0	0	0	0.135	0	33.80357
24/02/2023 13:10	160	13.4	32	0	0	0	0	0	-0.004	-0.002	-475.1	-471.4	-478.6	2.237	-448.7	-448.7	-455.9	0	0	0	0	0.135	0	37.09726
24/02/2023 13:20	161	13.39	32.34	0	0	0	0	0	-0.004	-0.002	-471.5	-468	-475	2.205	-444.3	-444.3	-451.4	0	0	0	0	0.133	0	40.62939
24/02/2023 13:30	162	13.36	32.54	0	0	0	0	0	-0.004	-0.002	-468.5	-465.4	-471.7	2.093	-440.9	-440.9	-447	0	0	0	0	0.138	0	43.52872
24/02/2023 13:40	163	13.36	32.65	0	0	0	0	0	-0.004	-0.002	-466.4	-463.8	-469.1	1.982	-438.8	-438.8	-443.7	0	0	0	0	0.136	0	45.46264
24/02/2023 13:50	164	13.35	32.91	0	0	0	0	0	-0.004	-0.002	-464.9	-462.1	-467.5	1.995	-436.6	-436.6	-441.7	0	0	0	0	0.139	0	46.84905
24/02/2023 14:00	165	13.35	33.12	0	0	0	0	0	-0.004	-0.002	-462.9	-460.1	-465.8	2.013	-434.2	-434.2	-439.5	0	0	0	0	0.137	0	48.79248
24/02/2023 14:10	166	13.31	33.29	0	0	0	0	0	-0.004	-0.002	-461.1	-458.4	-463.8	1.992	-432	-432	-437.1	0	0	0	0	0.137	0	50.59626
24/02/2023 14:20	167	13.31	33.53	0	0	0	0	0	-0.004	-0.002	-459.3	-456.5	-462.1	2.008	-429.6	-429.6	-434.9	0	0	0	0	0.139	0	52.35599
24/02/2023 14:30	168	13.31	33.87	0	0	0	0	0	-0.004	-0.002	-457.2	-454	-460.2	2.073	-426.5	-426.5	-432.5	0	0	0	0	0.14	0	54.57785
24/02/2023 14:40	169	13.28	34.3	0	0	0	0	0	-0.004	-0.002	-454.2	-450.6	-457.6	2.211	-422.2	-422.2	-429.4	0	0	0	0	0.139	0	57.74763
24/02/2023 14:50	170	13.27	34.66	0	0	0	0	0	-0.004	-0.002	-450.4	-446.7	-454.1	2.271	-417.4	-417.4	-425.1	0	0	0	0	0.142	0	61.57668
24/02/2023 15:00	171	13.27	34.75	0	0	0	0	0	-0.004	-0.002	-446.9	-443.9	-450.3	2.099	-413.9	-413.9	-420.4	0	0	0	0	0.143	0	64.8485
24/02/2023 15:10	172	13.27	34.84	0	0	0	0	0	-0.004	-0.002	-445.1	-442.7	-447.6	1.937	-412.4	-412.4	-417.1	0	0	0	0	0.145	0	66.08892
24/02/2023 15:20	173	13.27	34.97	0	0	0	0	0	-0.004	-0.002	-443.9	-441.3	-446.4	1.959	-410.7	-410.7	-415.6	0	0	0	0	0.142	0	67.20347
24/02/2023 15:30	174	13.26	34.91	0	0	0	0	0	-0.004	-0.002	-442.9	-440.9	-445	1.895	-410	-410	-413.9	0	0	0	0	0.141	0	67.93353
24/02/2023 15:40	175	13.27	34.94	0	0	0	0	0	-0.004	-0.002	-442.7	-440.8	-444.6	1.883	-409.9	-409.9	-413.3	0	0	0	0	0.143	0	67.85019
24/02/2023 15:50	176	13.26	34.95	0	0	0	0	0	-0.004	-0.002	-442.5	-440.6	-444.5	1.887	-409.7	-409.7	-413.2	0	0	0	0	0.139	0	67.99382
24/02/2023 16:00	177	13.27	35	0	0	0	0	0	-0.004	-0.002	-442.4	-440.4	-444.3	1.887	-409.4	-409.4	-413	0	0	0	0	0.143	0	68.14024
24/02/2023 16:10	178	13.27	35.12	0	0	0	0	0	-0.004	-0.002	-441.9	-439.6	-444.1	1.918	-408.4	-408.4	-412.7	0	0	0	0	0.141	0	68.78556
24/02/2023 16:20	179	13.27	35.05	0	0	0	0	0	-0.004	-0.002	-441.1	-439.1	-443.3	1.894	-407.9	-407.9	-411.7	0	0	0	0	0.142	0	69.49535
24/02/2023 16:30	180	13.24	34.65	0	0	0	0	0	-0.004	-0.002	-441.7	-439.2	-444.4	1.91	-409.9	-408	-413.1	0	0	0	0	0.141	0	68.54257
24/02/2023 16:40	181	13.28	34.44	0	0	0	0	0	-0.004	-0.002	-444.3	-441.1	-447.5	2.002	-413.5	-410.3	-416.6	0	0	0	0	0.139	0	65.34537
24/02/2023 16:50	182	13.28	34.62	0	0	0	0	0	-0.004	-0.002	-446.4	-444	-448.6	1.881	-414.7	-413.8	-418	0	0	0	0	0.139	0	63.73314
24/02/2023 17:00	183	13.27	34.84	0	0	0	0	0	-0.004	-0.002	-445.8	-443.1	-448.4	1.985	-412.9	-412.9	-417.9	0	0	0	0	0.141	0	65.16453
24/02/2023 17:10	184	13.27	34.9	0	0	0	0	0	-0.004	-0.002	-444.2	-441.8	-446.8	1.956	-411.3	-411.3	-416.1	0	0	0	0	0.139	0	67.17957
24/02/2023 17:20	185	13.19	34.92	0	0	0	0	0	-0.004	-0.002	-443.2	-441	-445.5	1.915	-410.3	-410.3	-414.5	0	0	0	0	0.144	0	68.10603
24/02/2023 17:30	186	13.14	34.83	0	0	0	0	0	-0.004	-0.002	-442.9	-441	-444.9	1.882	-410.4	-410.2	-413.7	0	0	0	0	0.141	0	68.12436
24/02/2023 17:40	187	13.11	34.75	0	0	0	0	0	-0.004	-0.002	-443.4	-441.2	-445.6	1.878	-411.3	-410.5	-414.5	0	0	0	0	0.141	0	67.33611
24/02/2023 17:50	188	13.1	34.63	0	0	0	0	0	-0.004	-0.002	-444.1	-441.9	-446.4	1.878	-412.3	-411.4	-415.5	0	0	0	0	0.14	0	66.50596
24/02/2023 18:00	189	13.08	34.41	0	0	0	0	0	-0.004	-0.002	-445.3	-442.8	-447.9	1.902	-414.2	-412.4	-417.4	0	0	0	0	0.139	0	65.20132
24/02/2023 18:10	190	13.08	34.06	0	0	0	0	0	-0.004	-0.002	-447.4	-444.5	-450.4	1.959	-417.2	-414.4	-420.3	0	0	0	0	0.141	0	62.86086
24/02/2023 18:20	191	13.04	33.45	0	0	0	0	0	-0.004	-0.002	-450.7	-447.1	-454.4	2.141	-422.2	-417.6	-425.1	0	0	0	0	0.139	0	59.11244
24/02/2023 18:30	192	13.03	32.4	0	0	0	0	0	-0.004	-0.002	-456	-451.4	-461.1	2.626	-430.6	-422.9	-433.2	0	0	0	0	0.138	0	53.16483
24/02/2023 18:40	193	13.03	31.69	0	0	0	0	0	-0.004	-0.002	-463.5	-458.5	-468.4	2.675	-439.7	-431.6	-442.3	0	0	0	0	0.137	0	45.72417
24/02/2023 18:50	194	13.04	30.97	0	0	0	0	0	-0.004	-0.002	-470.2	-465.6	-474.6	2.48	-447.7	-440.6	-450.3	0	0	0	0	0.134	0	39.56711
24/02/2023 19:00	195	13.02	30.29	0	0	0	0	0	-0.004	-0.002	-476	-471.7	-480.2	2.359	-454.9	-448.5	-457.4	0	0	0	0	0.132	0	34.14577
