"TOA5","Esolmet_CR6_IP","CR6","9884","CR6.Std.12.01","CPU:20230123_Esolmet_CR6.CR6","37906","Table1_60min"
"TIMESTAMP","RECORD","BattV","PTemp_C","I_glob_Avg","I_dir_Avg","I_dif_Avg","I_glob_inc_Avg","Indice_UV_Avg","Indice_UV_1","Indice_UV_2","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH","RH_Max","RH_Min","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","BP_mbar_Avg","Rain_mm_Tot"
"2023-02-28 10:00:00",120,13.6,27.61,0,0,0,0,0,-0.004,-0.002,-511.1,-500.6,-521.9,5.528,-487.8,-487.8,-514.7,0,0,0,0,0.126,3.421953,0
"2023-02-28 11:00:00",121,13.52,29.65,0,0,0,0,0,-0.004,-0.002,-495.7,-488.1,-504.4,3.991,-470.7,-470.7,-490.1,0,0,0,0,0.133,17.08252,0
"2023-02-28 12:00:00",122,13.43,31.72,0,0,0,0,0,-0.004,-0.002,-484.2,-474.8,-491.9,4.376,-453.2,-453.2,-473.3,0,0,0,0,0.134,27.8375,0
"2023-02-28 13:00:00",123,13.35,34.08,0,0,0,0,0,-0.004,-0.002,-467.9,-456.3,-478.5,5.504,-429.5,-429.5,-455.9,0,0,0,0,0.137,43.41909,0
"2023-02-28 14:00:00",124,13.25,35.97,0,0,0,0,0,-0.004,-0.002,-447.2,-435.8,-459.8,5.884,-404.4,-404.4,-432.4,0,0,0,0,0.141,63.60085,0
"2023-02-28 15:00:00",125,13.17,37.99,0,0,0,0,0,-0.004,-0.002,-426,-411.9,-439.4,7.102,-376.2,-376.2,-407.5,0,0,0,0,0.144,85.39017,0
"2023-02-28 16:00:00",126,13.16,39.29,0,0,0,0,0,-0.004,-0.002,-399.9,-390.6,-415.5,7.03,-351.7,-351.7,-379.5,0,0,0,0,0.148,111.8477,0
"2023-02-28 17:00:00",127,13.17,38.75,0,0,0,0,0,-0.004,-0.002,-392.3,-388.3,-398.8,2.726,-356.8,-349,-360.4,0,0,0,0,0.147,117.8884,0
"2023-02-28 18:00:00",128,13.05,37.31,0,0,0,0,0,-0.004,-0.002,-405.5,-395.4,-416.3,5.352,-376.8,-357,-380.2,0,0,0,0,0.143,103.6893,0
"2023-02-28 19:00:00",129,13.01,33.51,0,0,0,0,0,-0.004,-0.002,-430.4,-413.1,-453.1,10.89,-420.7,-377.2,-423.4,0,0,0,0,0.138,77.52961,0
"2023-02-28 20:00:00",130,12.97,29.54,0,0,0,0,0,-0.004,-0.002,-471.1,-450.5,-487.2,9.83,-464.4,-421.8,-466.9,0,0,0,0,0.13,38.57912,0
"2023-02-28 21:00:00",131,12.92,26.77,0,0,0,0,0,-0.004,-0.002,-494.9,-484,-504.2,5.161,-487.4,-464.9,-489.7,0,0,0,0,0.125,17.53069,0
"2023-02-28 22:00:00",132,12.89,25.67,0,0,0,0,0,-0.004,-0.002,-506.2,-500.7,-510.4,2.546,-496,-487.6,-498.3,0,0,0,0,0.123,7.683117,0
"2023-02-28 23:00:00",133,12.85,24.72,0,0,0,0,0,-0.004,-0.002,-510.4,-506.6,-514.3,2.246,-501.5,-496.1,-503.8,0,0,0,0,0.121,3.873133,0
"2023-03-01 00:00:00",134,12.82,23.35,476.3,482.2,477.9,282.6,0,-0.004,-0.002,-515,-510.5,-519.6,2.545,-509,-501.6,-511.2,0,0,0,0,0.12,-0.2563919,0
"2023-03-01 01:00:00",135,12.81,22.81,1195,1260,1126,643.8,0,-0.004,-0.002,-518.6,-515.7,-521.5,2.051,-511.9,-509.1,-514,0,0,0,0,0.117,-3.258177,0
"2023-03-01 02:00:00",136,12.78,21.86,2211,2403,1991,1108,0,-0.003,-0.001,-520.9,-517.6,-524.4,2.172,-516.1,-511.9,-518.2,0,0,0,0,0.116,-5.353807,0
"2023-03-01 03:00:00",137,12.76,21.61,2267,2464,2041,1136,0,-0.003,-0.001,-522.8,-520.5,-525,1.993,-517,-516.2,-519,0,0,0,0,0.117,-6.887799,0
"2023-03-01 04:00:00",138,12.73,21,2755,3013,2456,1359,0,-0.003,-0.001,-524,-521,-526.7,2.041,-519.6,-517,-521.6,0,0,0,0,0.114,-7.913975,0
"2023-03-01 05:00:00",139,12.73,20.29,3302,3626,2923,1611,0,-0.003,-0.001,-525.7,-522.8,-528.5,2.055,-522.4,-519.7,-524.3,0,0,0,0,0.111,-9.352936,0
"2023-03-01 06:00:00",140,12.7,19.65,3799,4184,3348,1840,0,-0.003,-0.001,-527.3,-524.6,-530.1,2.046,-524.8,-522.4,-526.7,0,0,0,0,0.109,-10.69977,0
"2023-03-01 07:00:00",141,12.69,19.33,3930,4331,3459,1900,0,-0.003,-0.001,-528.6,-526.1,-531.1,2.026,-526.3,"NAN","NAN",0,0,0,0,0.11,-11.75498,0
"2023-03-01 08:00:00",142,13.16,20.1,2923,3197,2601,1439,0,-0.004,-0.002,-528.6,-525.7,-531.1,2.064,-524.2,"NAN","NAN",0,0,0,0,0.112,-11.66733,0
"2023-03-01 09:00:00",143,12.81,25.69,120.7,121,123,73.93,0,-0.004,-0.002,-522.1,-510.4,-529.7,5.353,-501.6,-501.6,-526.2,0,0,0,0,0.124,-6.172958,0
"2023-03-01 10:00:00",144,12.72,29.92,0,0,0,0,0,-0.004,-0.002,-502.9,-488.7,-514.1,6.369,-471.5,-471.5,-503.6,0,0,0,0,0.132,10.61283,0
"2023-03-01 11:00:00",145,12.73,31.81,0,0,0,0,0,-0.004,-0.002,-482.2,-474.2,-492.3,4.248,-452.3,-452.3,-473.9,0,0,0,0,0.137,28.98839,0
"2023-03-01 12:00:00",146,12.74,33.73,0,0,0,0,0,-0.004,-0.002,-469.9,-459.9,-477.9,4.249,-434.1,-434.1,-455,0,0,0,0,0.137,40.19743,0
"2023-03-01 13:00:00",147,12.77,37.04,0,0,0,0,0,-0.004,-0.002,-447.8,-427,-463.4,9.46,-393.6,-393.6,-436.9,0,0,0,0,0.144,61.42614,0
"2023-03-01 14:00:00",148,12.73,35.85,0,0,0,0,0,-0.004,-0.002,-434,-424.9,-440.8,4.833,-404.2,-391.2,-409.1,0,0,0,0,0.141,74.78065,0
"2023-03-01 15:00:00",149,12.74,37.17,0,0,0,0,0,-0.004,-0.002,-431.9,-422.1,-439.3,4.225,-388.2,-388.2,-407.5,0,0,0,0,0.144,78.79737,0
"2023-03-01 16:00:00",150,12.73,38.32,0,0,0,0,0,-0.004,-0.002,-415.4,-406.6,-425.7,4.452,-370,-370,-391.5,0,0,0,0,0.17,95.5332,0
"2023-03-01 17:00:00",151,12.73,38.24,0,0,0,0,0,-0.004,-0.002,-405.6,-402.1,-410.2,2.252,-366.2,-364.9,-373.5,0,0,0,0,0.171,104.5046,0
"2023-03-01 18:00:00",152,12.74,36.73,0,0,0,0,0,-0.004,-0.002,-413.6,-403.5,-424,5.366,-386,-366.4,-389.3,0,0,0,0,0.166,95.158,0
"2023-03-01 19:00:00",153,12.74,33.08,0,0,0,0,0,-0.004,-0.002,-438.4,-420.8,-459,10.62,-428.2,-386.4,-430.9,0,0,0,0,0.16,69.84988,0
"2023-03-01 20:00:00",154,12.69,30.65,0,0,0,0,0,-0.004,-0.002,-470.6,-456.2,-481.4,6.436,-456.7,-429,-459.4,0,0,0,0,0.138,39.55556,0
"2023-03-01 21:00:00",155,12.65,28.34,0,0,0,0,0,-0.004,-0.002,-486.6,-477.9,-495.3,4.339,-475.3,-457.1,-477.8,0,0,0,0,0.14,25.22638,0
"2023-03-01 22:00:00",156,12.65,26.27,0,0,0,0,0,-0.004,-0.002,-501,-491.9,-507.6,4.11,-492.1,-475.7,-494.5,0,0,0,0,0.144,12.14609,0
"2023-03-01 23:00:00",157,12.62,25.07,0,0,0,0,0,-0.004,-0.002,-508.7,-503.9,-513.1,2.559,-499.7,-492.2,-502,0,0,0,0,0.122,5.444413,0
"2023-03-02 00:00:00",158,12.62,24.1,0,0,0,0,0,-0.004,-0.002,-513,-509.2,-516.9,2.278,-505.2,-499.8,-507.4,0,0,0,0,0.12,1.587976,0
"2023-03-02 01:00:00",159,12.59,23.21,0,0,0,0,0,-0.004,-0.002,-516.4,-513,-519.9,2.157,-509.6,-505.2,-511.7,0,0,0,0,0.118,-1.365569,0
"2023-03-02 02:00:00",160,12.58,22.61,0,0,0,0,0,-0.004,-0.002,-519.1,-516.1,-522,2.042,-512.6,-509.7,-514.7,0,0,0,0,0.115,-3.680764,0
"2023-03-02 03:00:00",161,12.58,22.23,0,0,0.979,2.703,0,-0.004,-0.002,-520.8,-518.1,-523.4,2.022,-514.7,-512.7,-516.8,0,0,0,0,0.117,-5.183348,0
"2023-03-02 04:00:00",162,12.57,21.47,477.8,482.3,486.7,293.5,0,-0.004,-0.002,-522.2,-519.5,-525.3,2.064,-517.6,-514.7,-519.6,0,0,0,0,0.114,-6.392416,0
"2023-03-02 05:00:00",163,12.54,20.55,1608,1724,1479,833,0,-0.003,-0.001,-524.4,-521.4,-527.7,2.1,-521.2,-517.6,-523.1,0,0,0,0,0.111,-8.326356,0
"2023-03-02 06:00:00",164,12.54,19.72,2718,2971,2425,1343,0,-0.003,-0.001,-526.9,-523.8,-529.9,2.077,-524.5,-521.2,-526.4,0,0,0,0,0.111,-10.39291,0
"2023-03-02 07:00:00",165,12.52,19.34,3178,3487,2817,1554,0,-0.003,-0.001,-528.7,-525.9,-531.2,2.046,-526.4,"NAN","NAN",0,0,0,0,0.109,-11.86199,0
"2023-03-02 08:00:00",166,12.5,20.4,1858,2005,1690,948,0,-0.004,-0.002,-528.5,-525.3,-531.2,2.082,-523.6,"NAN","NAN",0,0,0,0,0.112,-11.67733,0
"2023-03-02 09:00:00",167,12.52,24.27,0,0,0.782,1.054,0,-0.004,-0.002,-523.3,-515.4,-529.3,3.547,-508.8,-508.8,-525.6,0,0,0,0,0.136,-7.311617,0
"2023-03-02 10:00:00",168,12.53,27.98,0,0,0,0,0,-0.004,-0.002,-509,-498.8,-519.2,5.209,-485.4,-485.4,-510.8,0,0,0,0,0.146,5.312455,0
"2023-03-02 11:00:00",169,12.54,30.22,0,0,0,0,0,-0.004,-0.002,-493.6,-485.2,-502.6,4.342,-466.9,-466.9,-487.7,0,0,0,0,0.146,19.04092,0
"2023-03-02 12:00:00",170,12.53,32.14,0,0,0,0,0,-0.004,-0.002,-480.9,-472.1,-488.9,4.157,-449.8,-449.8,-469.5,0,0,0,0,0.152,30.63951,0
"2023-03-02 13:00:00",171,12.57,34.34,0,0,0,0,0,-0.004,-0.002,-465.2,-453.9,-475.8,5.478,-426.7,-426.7,-452.5,0,0,0,0,0.142,45.77757,0
"2023-03-02 14:00:00",172,12.57,35.44,0,0,0,0,0,-0.004,-0.002,-447.2,-439.9,-457.5,4.211,-409.4,-409.4,-429.5,0,0,0,0,0.162,63.37546,0
"2023-03-02 15:00:00",173,12.57,37.57,0,0,0,0,0,-0.004,-0.002,-431.4,-417.5,-443.6,7.289,-382.8,-382.8,-412.6,0,0,0,0,0.162,79.8675,0
"2023-03-02 16:00:00",174,12.57,38.2,0,0,0,0,0,-0.004,-0.002,-411.8,-405.8,-421.1,3.873,-369.2,-369.2,-386.1,0,0,0,0,0.171,98.87955,0
"2023-03-02 17:00:00",175,12.54,37.37,0,0,0,0,0,-0.004,-0.002,-410.5,-405.8,-417.6,2.957,-378.5,-369.2,-381.9,0,0,0,0,0.153,98.73085,0
"2023-03-02 18:00:00",176,12.54,35.8,0,0,0,0,0,-0.004,-0.002,-424.4,-414.2,-435.1,5.366,-399.1,-378.8,-402.3,0,0,0,0,0.14,84.48652,0
"2023-03-02 19:00:00",177,12.5,32.57,0,0,0,0,0,-0.004,-0.002,-446.9,-431.8,-464.4,8.92,-434.9,-399.5,-437.7,0,0,0,0,0.161,61.90661,0
"2023-03-02 20:00:00",178,12.5,30.03,0,0,0,0,0,-0.004,-0.002,-474.9,-461.4,-485.7,6.282,-462.4,-435.6,-465,0,0,0,0,0.15,35.58982,0
"2023-03-02 21:00:00",179,12.5,28.38,0,0,0,0,0,-0.004,-0.002,-489.6,-482.2,-496.3,3.526,-476.7,-462.7,-479.2,0,0,0,0,0.13,22.51829,0
"2023-03-02 22:00:00",180,12.46,26.97,0,0,0,0,0,-0.004,-0.002,-498.3,-492.7,-503.6,2.711,-486.6,-476.9,-489,0,0,0,0,0.146,14.79543,0
"2023-03-02 23:00:00",181,12.45,24.53,0,0,0,0,0,-0.004,-0.002,-507.2,-500,-514.3,3.725,-501.5,-486.8,-503.7,0,0,0,0,0.135,6.602411,0
"2023-03-03 00:00:00",182,12.4,23.1,6.716,0.972,23.94,23.61,0,-0.004,-0.002,-516,-510.6,-520.4,2.603,-510.2,-501.7,-512.4,0,0,0,0,0.119,-1.17188,0
"2023-03-03 01:00:00",183,12.41,22.55,252.8,219.1,312.5,205,0,-0.004,-0.002,-519.4,-516.5,-522.3,2.036,-513,-510.3,-515.1,0,0,0,0,0.117,-4.044229,0
"2023-03-03 02:00:00",184,12.37,22.33,400.9,366.2,449.8,279.7,0,-0.004,-0.002,-520.9,-518.4,-523.2,1.997,-514.4,-513.1,-516.5,0,0,0,0,0.115,-5.338564,0
"2023-03-03 03:00:00",185,12.38,21.85,755.1,763,752.7,443.5,0,-0.004,-0.002,-521.8,-519.3,-524.4,2.01,-516.1,-514.4,-518.2,0,0,0,0,0.115,-6.132133,0
"2023-03-03 04:00:00",186,12.38,21.05,2008,2171,1822,1019,0,-0.003,-0.001,-523.6,-520.5,-526.6,2.089,-519.5,-516.2,-521.5,0,0,0,0,0.113,-7.625967,0
"2023-03-03 05:00:00",187,12.34,20.08,3171,3479,2813,1552,0,-0.003,-0.001,-525.8,-522.7,-528.9,2.096,-523,-519.5,-524.9,0,0,0,0,0.11,-9.493029,0
"2023-03-03 06:00:00",188,12.33,19.66,3761,4142,3316,1823,0,-0.003,-0.001,-527.9,-525,-530.4,2.046,-525.2,-523.1,-527.2,0,0,0,0,0.11,-11.29851,0
"2023-03-03 07:00:00",189,12.34,19.11,3887,4285,3422,1879,0,-0.003,-0.001,-528.5,-526.3,-531.2,2.022,-526.4,"NAN","NAN",0,0,0,0,0.111,-11.70716,0
"2023-03-03 08:00:00",190,12.34,19.29,4267,4712,3747,2054,0,-0.003,-0.001,-530.1,-527.2,-532.5,2.044,"NAN","NAN","NAN",0,0,0,0,0.112,-12.99835,0
"2023-03-03 09:00:00",191,12.33,23.52,551.2,589.7,509.2,288.4,0,-0.004,-0.002,-526,-518.1,-531.9,3.546,-512.8,"NAN","NAN",0,0,0,0,0.138,-9.688054,0
"2023-03-03 10:00:00",192,12.34,26.27,0,0,0,0,0,-0.004,-0.002,-513.5,-506.5,-522,3.831,-496,-496,-514.7,0,0,0,0,0.143,1.168943,0
"2023-03-03 11:00:00",193,12.35,28.57,0,0,0,0,0,-0.004,-0.002,-502.6,-495,-510.3,3.9,-480,-480,-498.3,0,0,0,0,0.132,10.74493,0
"2023-03-03 12:00:00",194,12.34,30.59,0,0,0,0,0,-0.004,-0.002,-490.9,-482.8,-498.7,4.146,-463.7,-463.7,-482.5,0,0,0,0,0.147,21.49559,0
"2023-03-03 13:00:00",195,12.34,32.85,0,0,0,0,0,-0.004,-0.002,-477.1,-466.4,-486.5,5.183,-442.5,-442.5,-466.3,0,0,0,0,0.158,34.75022,0
"2023-03-03 14:00:00",196,12.34,34.82,0,0,0,0,0,-0.004,-0.002,-459,-448,-470,5.705,-419.6,-419.6,-445.3,0,0,0,0,0.145,52.50047,0
"2023-03-03 15:00:00",197,12.33,36.38,0,0,0,0,0,-0.004,-0.002,-441,-431,-451.6,5.285,-398.9,-398.9,-422.6,0,0,0,0,0.165,70.51343,0
"2023-03-03 16:00:00",198,12.34,37.45,0,0,0,0,0,-0.004,-0.002,-425.4,-418.3,-434.6,3.948,-383.8,-383.8,-402.1,0,0,0,0,0.165,85.51094,0
"2023-03-03 17:00:00",199,12.34,37.61,0,0,0,0,0,-0.004,-0.002,-415.6,-412.3,-422,2.434,-378,-376.7,-387.2,0,0,0,0,0.17,94.75418,0
"2023-03-03 18:00:00",200,12.34,36.48,0,0,0,0,0,-0.004,-0.002,-419.9,-413.4,-428.4,4.043,-391.2,-378,-394.5,0,0,0,0,0.145,89.92065,0
"2023-03-03 19:00:00",201,12.33,31.17,0,0,0,0,0,-0.004,-0.002,-201.1,-107.8,-282,54.41,-235.5,-66.03,-235.5,0,0,0,0,0.156,298.2821,0
"2023-03-03 20:00:00",202,12.3,30.09,0,0,0,0,0,-0.004,-0.002,-448.5,-294.1,-485,47.68,-461.5,-248,-464.1,0,0,0,0,0.148,45.28226,0
"2023-03-03 21:00:00",203,12.26,27.37,0,0,0,0,0,-0.004,-0.002,-490,-481.5,-499.6,4.462,-481.2,-461.8,-483.5,0,0,0,0,0.142,22.04922,0
"2023-03-03 22:00:00",204,12.26,25.23,0,0,0,0,0,-0.004,-0.002,-505.7,-496.3,-512.1,4.065,-498.4,-481.7,-500.7,0,0,0,0,0.139,7.878248,0
"2023-03-03 23:00:00",205,12.23,23.36,160.6,158.5,168.1,102.5,0,-0.004,-0.002,-513.1,-508.3,-518.7,2.776,-507.8,-498.5,-509.9,0,0,0,0,0.133,1.475484,0
"2023-03-04 00:00:00",206,12.18,22.03,1806,1945,1642,922,0,-0.003,-0.001,-519.6,-514.9,-523.7,2.416,-515.2,-508,-517.3,0,0,0,0,0.131,-4.30966,0
"2023-03-04 01:00:00",207,12.19,21.67,2281,2473,2048,1141,0,-0.003,-0.001,-522.5,-519.8,-525,2.012,-517.1,-515.2,-519.2,0,0,0,0,0.131,-6.580297,0
"2023-03-04 02:00:00",208,12.18,20.73,2853,3120,2535,1403,0,-0.003,-0.001,-523.7,-521.1,-527.1,2.083,-520.2,-517.2,-522.2,0,0,0,0,0.129,-7.690376,0
"2023-03-04 03:00:00",209,12.17,19.67,3968,4372,3487,1916,0,-0.003,-0.001,-526.6,-523.2,-529.8,2.11,-524.3,-520.3,-526.2,0,0,0,0,0.126,-10.07564,0
"2023-03-04 04:00:00",210,12.15,19.17,4411,4869,3864,2119,0,-0.003,-0.001,-528.7,-525.8,-531.2,2.034,-526.5,"NAN","NAN",0,0,0,0,0.125,-11.85502,0
"2023-03-04 05:00:00",211,12.14,18.49,4808,5316,4204,2302,0,-0.003,-0.001,-529.9,-527.2,-532.6,2.05,"NAN","NAN","NAN",0,0,0,0,0.121,-12.8086,0
"2023-03-04 06:00:00",212,12.1,18.34,5015,5545,4382,2398,0,-0.003,-0.001,-531.2,-528.6,-533.4,2.033,"NAN","NAN","NAN",0,0,0,0,0.125,-13.80966,0
"2023-03-04 07:00:00",213,12.11,17.86,4950,5477,4324,2367,0,-0.003,-0.001,-531.2,-529,-533.8,2.034,"NAN","NAN","NAN",0,0,0,0,0.124,-13.83596,0
"2023-03-04 08:00:00",214,12.1,18.97,4368,4820,3831,2103,0,-0.003,-0.001,-531.8,-528.7,-534.2,2.064,"NAN","NAN","NAN",0,0,0,0,0.125,-14.34635,0
"2023-03-04 09:00:00",215,12.11,23.24,473.6,499.6,440.4,252,0,-0.004,-0.002,-526.5,-518.7,-532.8,3.617,-513.7,"NAN","NAN",0,0,0,0,0.132,-10.0624,0
"2023-03-04 10:00:00",216,12.1,26.33,0,0,0,0,0,-0.004,-0.002,-514.1,-506.4,-522.5,4.072,-495.9,-495.9,-515.6,0,0,0,0,0.142,0.6321614,0
"2023-03-04 11:00:00",217,12.09,28.4,0,0,0,0,0,-0.004,-0.002,-502.7,-495.7,-510.2,3.627,-481.1,-481.1,-498.1,0,0,0,0,0.146,10.6676,0
"2023-03-04 12:00:00",218,12.11,30.12,0,0,0,0,0,-0.004,-0.002,-492.9,-485.7,-499.5,3.412,-467.7,-467.7,-483.6,0,0,0,0,0.134,19.65829,0
"2023-03-04 13:00:00",219,12.11,32.1,0,0,0,0,0,-0.004,-0.002,-480.6,-471.7,-489.4,4.601,-449.3,-449.3,-470.2,0,0,0,0,0.152,31.43917,0
"2023-03-04 14:00:00",220,12.11,33.52,0,0,0,0,0,-0.004,-0.002,-467.2,-459.7,-475.4,3.66,-434.2,-434.2,-452.1,0,0,0,0,0.137,44.59499,0
"2023-03-04 15:00:00",221,12.11,35.5,0,0,0,0,0,-0.004,-0.002,-451,-440.1,-463.3,6.25,-410,-410,-437.1,0,0,0,0,0.142,61.05146,0
"2023-03-04 16:00:00",222,12.1,36.75,0,0,0,0,0,-0.004,-0.002,-433.4,-425.1,-443.8,4.999,-391.9,-391.9,-413.2,0,0,0,0,0.143,78.00425,0
"2023-03-04 17:00:00",223,12.11,36.98,0,0,0,0,0,-0.004,-0.002,-424.1,-421.3,-428.8,2.271,-387.3,-387.3,-395.2,0,0,0,0,0.138,86.45904,0
"2023-03-04 18:00:00",224,12.1,35.69,0,0,0,0,0,-0.004,-0.002,-426.6,-421.3,-436.1,3.927,-400.4,-387.3,-403.6,0,0,0,0,0.14,83.09511,0
"2023-03-04 19:00:00",225,12.05,32.4,0,0,0,0,0,-0.004,-0.002,-447.3,-432.8,-465.1,8.68,-435.9,-400.8,-438.6,0,0,0,0,0.149,61.63566,0
"2023-03-04 20:00:00",226,12.06,29.94,0,0,0,0,0,-0.004,-0.002,-476.2,-462.3,-486.5,6.14,-463.5,-436.7,-466.1,0,0,0,0,0.148,34.31807,0
"2023-03-04 21:00:00",227,12.03,27.09,0,0,0,0,0,-0.004,-0.002,-491.9,-483,-502.2,5.068,-484.7,-463.8,-487,0,0,0,0,0.144,20.27466,0
"2023-03-04 22:00:00",228,12.03,25.67,0,0,0,0,0,-0.004,-0.002,-505.1,-498.8,-510,2.789,-495.5,-485,-497.8,0,0,0,0,0.139,8.510297,0
"2023-03-04 23:00:00",229,11.99,24.73,0,0,0,0,0,-0.004,-0.002,-510.6,-506.2,-514.2,2.259,-501.5,-495.6,-503.7,0,0,0,0,0.138,3.764643,0
"2023-03-05 00:00:00",230,11.98,23.88,0,0,0,0,0,-0.004,-0.002,-513.9,-510.4,-517.5,2.147,-506.1,-501.6,-508.2,0,0,0,0,0.13,0.849878,0
"2023-03-05 01:00:00",231,11.94,22.5,567,570.9,565.7,336.5,0,-0.004,-0.002,-518,-513.6,-522.2,2.427,-512.9,-506.1,-515,0,0,0,0,0.128,-2.885986,0
"2023-03-05 02:00:00",232,11.94,22.04,1122,1181,1058,607.8,0,-0.004,-0.002,-521.2,-518.3,-523.9,2.035,-515.5,-513,-517.6,0,0,0,0,0.131,-5.554895,0
"2023-03-05 03:00:00",233,11.93,21.18,1917,2072,1735,972,0,-0.003,-0.001,-522.9,-520,-526.1,2.086,-518.7,-515.5,-520.8,0,0,0,0,0.131,-7.022134,0
"2023-03-05 04:00:00",234,11.9,20.48,2803,3063,2491,1380,0,-0.003,-0.001,-525.3,-522.2,-528.2,2.089,-521.9,-518.8,-523.9,0,0,0,0,0.128,-9.04574,0
"2023-03-05 05:00:00",235,11.91,20.03,3088,3386,2735,1511,0,-0.003,-0.001,-526.7,-524.2,-529.2,2.017,-523.4,-521.9,-525.4,0,0,0,0,0.128,-10.18282,0
"2023-03-05 06:00:00",236,11.88,19.27,3696,4069,3254,1791,0,-0.003,-0.001,-528,-525.2,-530.9,2.058,-526.1,"NAN","NAN",0,0,0,0,0.125,-11.22811,0
"2023-03-05 07:00:00",237,11.86,18.94,3941,4346,3463,1904,0,-0.003,-0.001,-529.4,-526.9,-531.8,2.025,"NAN","NAN","NAN",0,0,0,0,0.126,-12.38174,0
"2023-03-05 08:00:00",238,11.87,19.53,3487,3831,3078,1698,0,-0.003,-0.001,-529.8,-527.2,-532,2.032,-526.6,"NAN","NAN",0,0,0,0,0.128,-12.72388,0
"2023-03-05 09:00:00",239,11.88,23.73,290.6,301.8,277.5,161.3,0,-0.004,-0.002,-525.4,-517.3,-531.2,3.608,-511.6,"NAN","NAN",0,0,0,0,0.124,-9.113695,0
"2023-03-05 10:00:00",240,11.87,27.2,0,0,0,0,0,-0.004,-0.002,-511.8,-502.6,-521.1,4.676,-490.6,-490.6,-513.6,0,0,0,0,0.143,2.750639,0
"2023-03-05 11:00:00",241,11.87,29.71,0,0,0,0,0,-0.004,-0.002,-497.4,-488.5,-506.4,4.541,-471.3,-471.3,-492.9,0,0,0,0,0.146,15.5319,0
"2023-03-05 12:00:00",242,11.87,31.65,0,0,0,0,0,-0.004,-0.002,-483.7,-475.1,-492.2,4.378,-453.7,-453.7,-473.9,0,0,0,0,0.151,28.09736,0
"2023-03-05 13:00:00",243,11.86,33.94,0,0,0,0,0,-0.004,-0.002,-469.1,-457.7,-478.8,5.434,-431.5,-431.5,-456.4,0,0,0,0,0.137,42.07505,0
"2023-03-05 14:00:00",244,11.88,36.12,0,0,0,0,0,-0.004,-0.002,-447.6,-434.7,-461.3,7.047,-403.3,-403.3,-434.4,0,0,0,0,0.137,63.26965,0
"2023-03-05 15:00:00",245,11.87,37.68,0,0,0,0,0,-0.004,-0.002,-424.7,-413.1,-438.3,7.345,-377.8,-377.8,-406.4,0,0,0,0,0.14,86.12946,0
"2023-03-05 16:00:00",246,11.86,37.98,0,0,0,0,0,-0.004,-0.002,-414.3,-410.2,-416.9,2.058,-374.4,-374.4,-381.3,0,0,0,0,0.144,95.44405,0
"2023-03-05 17:00:00",247,11.84,37.58,0,0,0,0,0,-0.004,-0.002,-411.4,-407.7,-416.3,2.346,-377.1,-371.4,-380.5,0,0,0,0,0.145,98.12054,0
"2023-03-05 18:00:00",248,11.82,36.05,0,0,0,0,0,-0.004,-0.002,-422.5,-412.8,-432.9,5.364,-396.6,-377.2,-399.8,0,0,0,0,0.14,86.31097,0
"2023-03-05 19:00:00",249,11.79,32.55,0,0,0,0,0,-0.004,-0.002,-444.9,-429.6,-464,9.57,-434.5,-396.9,-437.2,0,0,0,0,0.152,63.56518,0
"2023-03-05 20:00:00",250,11.79,29.15,0,0,0,0,0,-0.004,-0.002,-477,-461.1,-490.4,7.666,-468.6,-435.2,-471.1,0,0,0,0,0.128,33.4726,0
"2023-03-05 21:00:00",251,11.75,27.37,0,0,0,0,0,-0.004,-0.002,-495.6,-487,-502,3.751,-484.3,-469.1,-486.8,0,0,0,0,0.141,17.08424,0
"2023-03-05 22:00:00",252,11.7,26,0,0,0,0,0,-0.004,-0.002,-504,-498.3,-509.2,2.885,-494.3,-484.5,-496.6,0,0,0,0,0.14,9.616368,0
"2023-03-05 23:00:00",253,11.72,25.05,0,0,0,0,0,-0.004,-0.002,-509,-505.3,-512.8,2.199,-499.4,-494.3,-501.6,0,0,0,0,0.134,5.174045,0
"2023-03-06 00:00:00",254,11.71,23.87,68.95,51.64,98.4,72.04,0,-0.004,-0.002,-513.7,-509,-517.8,2.42,-506.5,-499.5,-508.7,0,0,0,0,0.134,0.9851776,0
"2023-03-06 01:00:00",255,11.66,24.18,1.101,0.093,4.617,5.168,0,-0.004,-0.002,-515.6,-513.1,-518,2.01,-505.4,-505.4,-509.1,0,0,0,0,0.135,-0.6425812,0
"2023-03-06 02:00:00",256,11.66,23.47,137.7,133.1,146.7,91.2,0,-0.004,-0.002,-515.5,-513.1,-518.7,2.029,-507.9,-505.4,-510.1,0,0,0,0,0.134,-0.5485061,0
"2023-03-06 03:00:00",257,11.62,22.47,1583,1695,1452,820,0,-0.003,-0.001,-519,-514.9,-522.5,2.248,-513.3,-508,-515.4,0,0,0,0,0.131,-3.685838,0
"2023-03-06 04:00:00",258,11.62,21.92,2176,2362,1957,1092,0,-0.003,-0.001,-521.5,-518.5,-524.2,2.047,-515.9,-513.4,-518,0,0,0,0,0.131,-5.795308,0
"2023-03-06 05:00:00",259,11.61,21.04,2904,3182,2578,1426,0,-0.003,-0.001,-523.2,-520.3,-526.5,2.09,-519.3,-515.9,-521.3,0,0,0,0,0.13,-7.274593,0
