"TOA5","Esolmet_CR6_IP","CR6","9884","CR6.Std.12.01","CPU:20230531_Esolmet_CR6.CR6","58573","Public"
"TIMESTAMP","RECORD","BattV","PTemp_C","I_dir","I_glo","I_dif","I_glo_inc","I_uv","Indice_UV_1","Indice_UV_2","I_UVA","CS106_PB","Rain_mm","AirTC","RH","WS_ms","WindDir"
"2023-12-08 12:44:41.823",224623,12.18222,31.01566,807.6179,779.639,100.0119,963.7332,0.1343008,5.372033,2.303616,46.03881,876.9671,0,27.42742,43.89465,1.05,121.6763
"2023-12-08 12:49:41.814",224633,12.18666,31.23245,806.3593,772.8591,97.46196,958.0768,0.1333872,5.335489,2.287946,45.27719,876.8369,0,27.70957,42.76979,1.375,225.3793
"2023-12-08 12:54:41.83",224643,12.17368,31.44397,823.3403,784.1669,95.78568,968.2961,0.135352,5.414078,2.321646,45.69826,876.68,0,27.58845,44.78689,1.8,158.8536
"2023-12-08 12:59:41.799",224653,12.17858,31.64542,827.4847,788.502,94.40105,971.0355,0.1350175,5.400702,2.31591,45.34872,876.5092,0,27.25545,45.10505,2.525,178.7008
"2023-12-08 13:04:42.095",224663,12.18675,31.79218,791.8183,751.816,90.86986,929.8311,0.1275769,5.103074,2.188282,42.3897,876.4398,0,26.66328,45.10803,1.75,211.0499
"2023-12-08 13:09:41.849",224673,12.18656,31.87689,799.5045,752.3212,90.57804,933.3732,0.1276162,5.104648,2.188957,42.33723,876.2947,0,27.08527,44.49987,1.175,303.1201
"2023-12-08 13:14:41.766",224683,12.18661,31.95709,812.9889,762.3586,91.93661,942.6713,0.128572,5.14288,2.205352,42.7871,876.2282,0,28.01643,42.54959,2.25,138.133
"2023-12-08 13:19:41.756",224693,12.18822,32.07639,805.4693,759.1514,91.5199,935.4259,0.1257988,5.031952,2.157784,41.98009,876.2052,0,27.60878,43.11163,2.25,96.60347
"2023-12-08 13:24:41.747",224703,12.18335,32.16541,820.1757,758.3806,89.25223,937.2659,0.1257712,5.030847,2.15731,42.16117,876.1144,0,27.08315,45.0914,1.025,106.4765
"2023-12-08 13:29:41.762",224713,12.17527,32.23743,815.5793,746.3619,86.14505,922.5441,0.1228002,4.912008,2.10635,41.30696,875.981,0,27.87523,42.42833,1.3,226.7781
"2023-12-08 13:34:41.764",224723,12.18784,32.33444,801.9783,733.1251,84.14228,905.3338,0.1187075,4.7483,2.036149,40.19374,875.8514,0,26.92661,44.64093,1.875,271.3251
"2023-12-08 13:39:41.742",224733,12.18753,32.39929,795.1652,719.0278,82.33694,886.8765,0.115242,4.609678,1.976706,39.45052,875.7388,0,27.20917,43.66976,1.7,195.9859
"2023-12-08 13:44:41.717",224743,12.18815,32.45233,838.0163,707.5262,79.38709,872.4573,0.1135202,4.540809,1.947174,39.19737,875.6404,0,27.80472,42.93588,2.2,151.8046
"2023-12-08 13:49:41.734",224753,12.18753,32.54489,869.6666,723.9507,78.048,891.2232,0.1149534,4.598135,1.971756,40.21318,875.5504,0,28.54463,40.96688,1.025,74.30992
"2023-12-08 13:54:41.697",224763,12.18092,32.68268,877.172,727.5286,76.73785,895.2343,0.1138281,4.553124,1.952455,40.23861,875.443,0,28.02208,40.59819,1.5,78.97517
"2023-12-08 13:59:41.718",224773,12.16977,32.83316,886.0386,723.9131,75.37772,892.7419,0.111955,4.478201,1.920326,40.2286,875.3553,0,27.27795,40.13694,0.775,45.6851
"2023-12-08 14:04:41.691",224783,12.18142,32.94196,869.7433,704.0691,74.50815,871.869,0.1069921,4.279683,1.835199,39.15714,875.2567,0,27.83037,40.93479,1.225,71.75743
"2023-12-08 14:09:41.686",224793,12.18802,33.07114,862.8981,693.9105,73.22231,857.6291,0.1035255,4.141018,1.775737,38.62226,875.1867,0,27.74509,38.74955,1.9,81.84056
"2023-12-08 14:14:41.655",224803,12.18203,33.17276,861.9943,680.2827,70.80268,843.0233,0.1004976,4.019902,1.7238,38.30661,875.148,0,27.11207,40.68508,0.525,114.5728
"2023-12-08 14:19:41.857",224813,12.17729,33.25162,877.092,681.5989,70.53197,845.7123,0.09937326,3.97493,1.704516,38.89906,875.002,0,28.70333,39.3953,2.425,186.137
"2023-12-08 14:24:41.636",224823,12.17167,33.39539,869.3829,667.0277,69.10762,823.6337,0.09524854,3.809942,1.633766,37.99315,874.9784,0,27.97163,37.96513,0.55,177.2851
"2023-12-08 14:29:41.629",224833,12.18886,33.53979,856.42,649.9547,68.53364,805.5916,0.0907509,3.630036,1.556619,36.95795,874.892,0,28.72397,38.32101,1.65,146.5581
"2023-12-08 14:34:41.618",224843,12.18443,33.70752,842.111,630.4149,68.65553,782.0901,0.08600142,3.440057,1.475153,35.76246,874.8201,0,28.45548,37.234,0.775,240.2206
"2023-12-08 14:39:41.612",224853,12.18867,33.85342,835.0989,615.9404,67.90948,765.4246,0.08179141,3.271656,1.40294,34.74321,874.79,0,29.0809,36.58134,1,198.0854
"2023-12-08 14:41:05.373",224856,12.18888,33.89865,829.489,607.7478,67.91132,757.5328,0.08019369,3.207748,1.375535,34.25824,874.7524,0,29.09529,37.92403,0.35,230.4087
