"TIMESTAMP","RECORD","Batt_Volt_Min","I_glo_Avg","I_dir_Avg","I_dif_Avg","I_glo_inc_Avg","Indice_UV_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"2023-01-22 12:10:00",261,13.01,819,880,111.4,973,9.73,25.78,26.16,25.44,0.148,42.8,43.67,41.46,0.52,1.768,3.95,0,0.791,2.733,875.5983,0
"2023-01-22 12:20:00",262,13.01,823,879,109.6,976,9.81,25.74,26.16,25.37,0.196,42.43,43.4,41.49,0.543,0.982,2.45,0,0.637,2.902,875.4175,0
"2023-01-22 12:30:00",263,13,826,878,108.7,978,9.88,25.47,26.02,24.79,0.328,42.95,44.49,41.66,0.775,1.044,2.45,0,0.727,2.781,875.1738,0
"2023-01-22 12:40:00",264,12.99,840,889,109.7,994,9.98,24.94,25.99,24.49,0.344,44.3,45.65,41.76,0.949,1.574,3.2,0,0.596,2.733,874.8871,0
"2023-01-22 12:50:00",265,13,834,883,109.6,988,9.96,24.92,25.85,24.25,0.443,44.55,45.82,42.31,0.787,1.222,3.95,0,1.098,2.854,874.6328,0
"2023-01-22 13:00:00",266,13,832,881,109.6,984,9.92,25.38,25.88,24.79,0.299,43.47,44.93,42.34,0.682,1.397,3.2,0,0.753,2.733,874.3668,0
"2023-01-22 13:10:00",267,12.99,839,893,108.7,992,9.95,25.54,25.99,24.76,0.267,43.05,44.93,41.8,0.68,2.204,4.7,0,0.946,2.83,874.0523,0
"2023-01-22 13:20:00",268,12.99,825,881,108,977,9.78,25.69,26.39,24.73,0.518,42.52,45.34,39.65,1.732,2.037,3.95,0,0.873,2.854,873.834,0
"2023-01-22 13:30:00",269,12.98,814,872,108.5,963,9.63,25.84,26.39,25.27,0.33,41.13,42.62,38.7,0.903,2.121,4.7,0,1.147,2.902,873.6654,0
"2023-01-22 13:40:00",270,12.97,811,879,108.9,963,9.55,26.12,26.7,25.68,0.24,40.29,41.7,38.73,0.717,1.349,3.2,0,0.921,2.854,873.6053,0
"2023-01-22 13:50:00",271,12.95,804,888,106,955,9.43,26.63,26.94,26.29,0.144,39.12,40.16,37.88,0.474,1.285,5.45,0,0.956,2.854,873.4579,0
"2023-01-22 14:00:00",272,12.97,795,891,103.9,945,9.27,26.76,27.49,26.06,0.326,38.73,40.57,36.28,0.905,1.9,4.7,0,1.334,2.902,873.3344,0
"2023-01-22 14:10:00",273,12.95,777.3,890,100.7,928,9.06,27.53,27.86,27.11,0.188,35.66,36.89,34.1,0.627,1.348,3.95,0,1.118,2.902,873.2377,0
"2023-01-22 14:20:00",274,12.95,762.7,887,98.5,912,8.82,27.39,27.96,26.84,0.317,36.1,37.88,34.41,1.064,2.86,6.2,0,1.531,2.854,873.0068,0
"2023-01-22 14:30:00",275,12.95,735,868,99.6,884,8.49,27.48,28.2,27.01,0.363,36.33,37.88,33.73,1.265,2.157,4.7,0,1.205,2.854,872.8574,0
"2023-01-22 14:40:00",276,12.97,713.5,865,96.4,860,8.23,27.53,28.37,26.73,0.54,35.02,37.03,33.45,1.137,1.749,3.95,0,0.982,2.854,872.6191,0
"2023-01-22 14:50:00",277,12.97,686.6,854,94.1,832,7.926,28.06,28.71,27.18,0.477,34.45,36.48,32.87,1.03,1.898,4.7,0,1.037,2.927,872.4393,0
"2023-01-22 15:00:00",278,12.97,670.5,858,91.6,814,7.684,27.88,28.92,26.77,0.747,33.76,35.6,31.89,1.007,2.33,4.7,0,0.959,2.878,872.3251,0
"2023-01-22 15:10:00",279,12.97,647.8,861,87.7,793.3,7.437,27.68,28.13,27.25,0.226,32.91,35.53,32.02,0.802,2.363,4.7,0,1.009,2.854,872.2676,0
"2023-01-22 15:20:00",280,12.97,621.4,859,83.8,766.9,7.161,27.57,27.96,27.04,0.196,32.54,33.38,31.75,0.375,2.419,4.7,0.95,0.79,2.854,872.1779,0
"2023-01-22 15:30:00",281,12.98,585.8,846,80.7,728.3,6.842,28.31,29.7,27.04,0.811,30.76,33.11,28.41,1.347,1.317,3.95,0,1.177,2.854,872.1312,0
"2023-01-22 15:40:00",282,12.98,555.2,837,77.91,695.4,6.557,29.27,29.53,28.95,0.137,29.21,30.11,28.55,0.319,1.901,5.45,0,1.275,2.878,872.1312,0
"2023-01-22 15:50:00",283,12.98,524.9,826,76.31,662.1,6.271,28.83,29.36,28.44,0.251,29.68,30.52,28.68,0.45,2.413,5.45,0,1.017,2.854,872.1277,0
"2023-01-22 16:00:00",284,12.97,494.9,819,73.79,630.3,6.002,28.92,29.6,28.54,0.268,29.5,30.15,28.62,0.381,1.679,4.7,0,0.875,2.902,872.0826,0
"2023-01-22 16:10:00",285,12.98,456.9,802,71.54,586.9,5.729,30.08,30.45,29.56,0.17,27.92,29.02,27.29,0.377,0.95,2.45,0,0.714,2.999,872.0326,0
"2023-01-22 16:20:00",286,12.97,423.6,784.9,68.18,548,5.48,29.85,30.72,29.05,0.487,27.99,29.02,26.71,0.615,1.888,4.7,0,1.054,2.951,872.0006,0
"2023-01-22 16:30:00",287,12.97,388.8,764.9,65.28,509.5,5.244,28.7,29.29,27.96,0.329,29.29,30.25,28.14,0.48,2.155,4.7,0,0.879,2.854,871.9354,0
"2023-01-22 16:40:00",288,12.98,347.7,733.5,62.74,463.6,5.024,28.82,29.22,28.47,0.195,29.12,30.05,27.83,0.608,1.804,3.2,0,0.77,2.878,871.8398,0
"2023-01-22 16:50:00",289,12.98,307,701.2,60.18,416.7,4.83,29.44,29.7,29.09,0.125,27.16,28.48,26.2,0.799,1.663,4.7,0,1.261,2.902,871.8645,0
"2023-01-22 17:00:00",290,12.98,264.4,652.3,57.73,365.4,4.652,29.83,30.18,29.53,0.104,26.95,28.27,25.45,0.886,1.65,3.2,0,0.682,2.854,871.9264,0
"2023-01-22 17:10:00",291,12.88,222.9,596.2,54.13,313.5,4.499,29.28,29.67,29.12,0.086,28.66,29.23,28.1,0.268,1.369,3.95,0,0.986,2.927,871.9583,0
"2023-01-22 17:20:00",292,12.83,184.4,540.3,49.69,264.9,4.374,28.99,29.36,28.75,0.12,28.99,29.74,28.28,0.332,1.693,3.95,0,0.636,2.83,871.9379,0
"2023-01-22 17:30:00",293,12.78,148.6,482,44.72,219.3,4.272,28.47,28.85,28.2,0.147,29.8,30.46,28.96,0.379,1.751,3.2,0,0.693,2.806,871.9572,0
"2023-01-22 17:40:00",294,12.74,111.9,413,38.82,171.6,4.188,28.31,28.54,28,0.126,30.95,31.48,30.39,0.285,1.42,3.2,0,0.689,2.806,871.9295,0
"2023-01-22 17:50:00",295,12.72,80.2,342.2,32.13,128.7,4.125,27.8,28.14,27.36,0.206,32.28,33.15,31.34,0.53,1.84,3.2,0,0.647,2.733,871.9096,0
"2023-01-22 18:00:00",296,12.69,52.36,258.4,24.22,86.5,4.076,27.37,27.59,27.15,0.088,33.7,34.48,32.98,0.435,1.201,3.2,0,0.666,2.733,871.9092,0
"2023-01-22 18:10:00",297,12.66,23.26,74.66,14.75,31.42,4.04,27.07,27.42,26.61,0.199,35.24,36.18,34.27,0.509,0.732,2.45,0,0.716,2.709,872.022,0
"2023-01-22 18:20:00",298,12.64,8.86,2.159,6.037,7.839,4.017,26.31,26.74,25.99,0.179,36.81,37.54,35.94,0.411,0.774,1.7,0,0.632,2.661,872.0236,0
"2023-01-22 18:30:00",299,12.64,1.241,0.007,0.302,0.358,3.998,25.84,26.13,25.55,0.143,38.04,38.71,37.31,0.354,0.067,1.7,0,0.276,2.588,872.035,0
"2023-01-22 18:40:00",300,12.63,0,0.001,0,0,3.993,25.27,25.69,24.81,0.226,39.96,40.99,38.33,0.633,0,0,0,0,2.54,871.9758,0
"2023-01-22 18:50:00",301,12.62,0,0.001,0,0,3.994,24.64,24.94,24.4,0.119,41.54,42.59,40.68,0.422,0,0,0,0,2.492,872.0436,0
"2023-01-22 19:00:00",302,12.61,0,0.005,0,0,3.993,24.34,24.54,24.13,0.062,42.7,43.79,42.01,0.355,0,0,0,0,2.347,872.2548,0
"2023-01-22 19:10:00",303,12.61,0,0.021,0,0,3.994,24.01,24.37,23.82,0.115,43.49,44.3,42.66,0.344,0,0,0,0,2.54,872.4592,0
"2023-01-22 19:20:00",304,12.61,0,0.016,0,0,3.994,23.67,23.99,23.31,0.158,44.11,45.25,43.38,0.373,0,0,0,0,2.468,872.5906,0
"2023-01-22 19:30:00",305,12.59,0,0.018,0,0,3.994,23.35,23.55,22.91,0.116,44.93,45.9,44.06,0.27,0.287,3.2,0,0.783,2.419,872.7545,0
"2023-01-22 19:40:00",306,12.59,0,0.001,0,0,3.994,22.38,22.97,22.05,0.177,46.64,47.09,45.77,0.222,2.46,3.2,1.7,0.367,2.395,872.9332,0
"2023-01-22 19:50:00",307,12.58,0,0.006,0,0,3.994,21.98,22.26,21.82,0.085,46.81,47.4,46.38,0.217,2.828,3.95,1.7,0.501,2.419,873.0652,0
"2023-01-22 20:00:00",308,12.58,0,0.012,0,0,3.994,21.88,22.05,21.68,0.063,46.96,47.4,46.55,0.179,2.473,3.95,0.95,0.537,2.371,873.2453,0
"2023-01-22 20:10:00",309,12.56,0,0.025,0,0,3.994,21.77,21.95,21.58,0.077,47.04,47.67,46.35,0.296,2.47,3.2,0.95,0.491,2.323,873.3598,0
"2023-01-22 20:20:00",310,12.55,0,0.02,0,0,3.994,21.49,21.68,21.31,0.063,47.7,48.29,47.23,0.226,2.252,3.95,0,0.587,2.299,873.4988,0
"2023-01-22 20:30:00",311,12.53,0,0.013,0,0,3.994,21.31,21.65,20.93,0.174,48.21,49.45,47.09,0.648,2.307,3.2,0,0.53,2.25,873.6378,0
"2023-01-22 20:40:00",312,12.48,0,0.003,0,0,3.994,20.92,21.2,20.69,0.113,49.42,50.13,48.59,0.44,1.905,3.2,0,0.636,2.226,873.6458,0
"2023-01-22 20:50:00",313,12.34,0,0.005,0,0,3.994,20.83,21.07,20.52,0.103,49.76,50.74,49.07,0.437,1.391,2.45,0,0.467,2.202,873.7359,0
"2023-01-22 21:00:00",314,12.26,0,0.012,0,0,3.994,20.73,20.96,20.49,0.099,49.98,50.5,49.55,0.209,1.466,2.45,0,0.523,2.202,873.9077,0
"2023-01-22 21:10:00",315,12.14,0,0.013,0,0,3.994,20.55,20.76,20.35,0.092,50.71,51.63,49.89,0.5,1.78,2.45,0,0.438,2.178,873.9238,0
"2023-01-22 21:20:00",316,11.97,0,0.025,0,0,3.994,20.43,20.59,20.25,0.07,51.24,51.9,50.74,0.247,2.12,3.2,0.95,0.503,2.105,873.9813,0
"2023-01-22 21:30:00",317,11.69,0,0.001,0,0,3.994,20.19,20.42,19.91,0.101,52.11,52.89,51.42,0.377,1.607,2.45,0,0.489,2.129,874.0714,0
"2023-01-22 21:40:00",318,11.34,0,0.008,0,0,3.994,19.89,20.08,19.74,0.056,53.04,53.54,52.58,0.173,2.133,3.2,0,0.562,2.057,874.2348,0
"2023-01-22 21:50:00",319,10.62,0,0.001,0,0,3.994,19.8,20.01,19.4,0.125,53.51,55.14,52.68,0.677,1.795,5.45,0,0.874,2.008,874.3578,0
"2023-01-22 22:00:00",320,10.53,0,0.241,0,0,3.994,20.2,20.56,19.4,0.295,51.69,54.42,50.88,0.898,1.946,6.2,0,1.606,1.96,874.5862,0
"2023-01-22 22:10:00",321,10.57,0,0.004,0,0,3.994,20.3,20.42,20.15,0.052,51.68,52.1,51.25,0.19,0.513,1.7,0,0.571,2.008,874.6765,0
"2023-01-22 22:20:00",322,10.57,0,0.005,0,0,3.994,20.06,20.32,19.7,0.111,52.62,54.49,51.59,0.636,0.313,2.45,0,0.654,2.032,874.8564,0
"2023-01-22 22:30:00",323,10.57,0,0.112,0,0,3.994,19.4,19.77,19.12,0.151,54.54,55.55,53.37,0.561,2.226,3.2,1.7,0.406,1.984,874.9052,0
"2023-01-22 22:40:00",324,10.56,0,0.11,0,0,3.994,19.72,20.15,19.33,0.231,53.42,54.49,52,0.658,1.658,2.45,0.95,0.392,1.984,874.9052,0
"2023-01-22 22:50:00",325,10.55,0,0.201,0,0,3.994,20.03,20.42,19.6,0.234,52.63,53.81,51.52,0.782,1.831,2.45,0.95,0.345,1.936,875.0117,0
"2023-01-22 23:00:00",326,10.56,0,0,0,0,3.994,19.15,19.77,18.89,0.221,55.29,56.06,53.47,0.676,2.073,3.2,0.95,0.437,1.79,875.0607,0
"2023-01-22 23:10:00",327,10.54,0,0.03,0,0,3.994,19.03,19.26,18.85,0.069,55.99,56.43,55.27,0.288,1.436,2.45,0,0.442,1.79,875.1672,0
"2023-01-22 23:20:00",328,10.53,0,0.081,0,0,3.994,19.16,19.36,18.72,0.16,55.81,57.28,55.03,0.603,1.878,2.45,0.95,0.383,1.96,875.1176,0
"2023-01-22 23:30:00",329,10.53,0,0.1,0,0,3.994,19.05,19.43,18.65,0.181,55.87,57.42,54.76,0.712,1.905,2.45,0.95,0.359,1.936,875.1425,0
"2023-01-22 23:40:00",330,10.52,0,0.05,0,0,3.994,19.34,19.57,19.09,0.104,54.24,55.51,53.47,0.429,1.394,2.45,0,0.424,1.936,875.2161,0
"2023-01-22 23:50:00",331,10.51,0,0.008,0,0,3.994,19.33,19.6,18.82,0.18,54.58,56.5,53.71,0.762,1.247,2.45,0,0.623,1.911,875.2158,0
"2023-01-23 00:00:00",332,10.48,0,0.007,0,0,3.994,18.86,19.19,18.37,0.182,56.28,57.93,55.27,0.728,1.845,2.45,0.95,0.367,1.863,875.1918,0
"2023-01-23 00:10:00",333,10.42,0,0.025,0,0,3.994,18.63,18.99,18.27,0.221,56.85,58.51,55.58,0.944,1.651,2.45,0.95,0.298,1.911,875.2324,0
"2023-01-23 00:20:00",334,10.39,0,0.033,0,0,3.994,18.75,18.99,18.31,0.177,56.59,58.37,55.58,0.731,1.695,2.45,0.95,0.306,1.911,875.2324,0
"2023-01-23 00:30:00",335,10.37,0,0.004,0,0,3.994,18.03,18.41,17.73,0.155,59.39,60.76,58.14,0.62,1.766,2.45,0.95,0.363,1.839,875.2734,0
"2023-01-23 00:40:00",336,10.36,0,0.001,0,0,3.994,17.78,18.24,17.39,0.213,60.6,61.82,58.89,0.812,2.166,3.2,0.95,0.401,1.839,875.3879,0
"2023-01-23 00:50:00",337,10.35,0,0.021,0,0,3.994,17.64,17.83,17.42,0.071,60.84,61.54,60.45,0.243,2.289,3.2,0.95,0.481,1.839,875.3796,0
"2023-01-23 01:00:00",338,10.34,0,0.034,0,0,3.994,17.32,17.69,17.01,0.174,61.87,62.77,60.52,0.632,2.221,3.2,0.95,0.493,1.815,875.4205,0
"2023-01-23 01:10:00",339,10.33,0,0.028,0,0,3.994,17.21,17.56,16.88,0.157,62.58,63.45,61.31,0.568,2.374,3.95,0.95,0.527,1.839,875.5336,0
"2023-01-23 01:20:00",340,10.32,0,0.2,0,0,3.994,17.67,18.17,17.22,0.281,60.73,62.26,58.95,1.083,2.639,3.95,0.95,0.461,1.815,875.5654,0
"2023-01-23 01:30:00",341,10.31,0,0.05,0,0,3.994,17.28,17.46,17.05,0.072,61.99,62.47,61.38,0.273,2.98,4.7,1.7,0.55,1.815,875.7269,0
"2023-01-23 01:40:00",342,10.32,0,0.006,0,0,3.994,17.21,17.39,17.01,0.067,62.26,62.77,61.72,0.243,2.54,3.95,1.7,0.482,1.79,875.7158,0
"2023-01-23 01:50:00",343,10.32,0,0.013,0,0,3.994,17.1,17.25,16.94,0.058,62.7,63.11,62.29,0.192,2.855,3.95,1.7,0.506,1.815,875.6443,0
"2023-01-23 02:00:00",344,10.31,0,0.028,0,0,3.994,17.03,17.25,16.84,0.094,62.95,63.52,62.19,0.352,2.603,3.95,0.95,0.706,1.621,875.6241,0
"2023-01-23 02:10:00",345,10.29,0,0.049,0,0,3.994,16.89,17.05,16.71,0.069,63.48,63.93,62.81,0.239,2.241,3.95,0,0.674,1.742,875.5992,0
"2023-01-23 02:20:00",346,10.28,0,0.066,0,0,3.994,16.95,17.09,16.81,0.05,63.13,63.42,62.74,0.137,2.63,3.95,0.95,0.546,1.742,875.6843,0
"2023-01-23 02:30:00",347,10.24,0,0.001,0,0,3.994,16.62,16.95,16.37,0.134,64.41,65.06,63.25,0.499,2.007,3.2,0,0.509,1.766,875.5903,0
"2023-01-23 02:40:00",348,10.29,0,0.003,0,0,3.994,16.44,16.64,16.27,0.066,65.04,65.54,64.51,0.222,2.184,3.2,0.95,0.447,1.597,875.6255,0
"2023-01-23 02:50:00",349,10.28,0,0.004,0,0,3.994,16.35,16.54,16.17,0.07,65.33,65.88,64.82,0.265,2.059,3.2,0,0.469,1.742,875.611,0
"2023-01-23 03:00:00",350,10.27,0,0,0,0,3.994,16.19,16.44,16.03,0.083,65.88,66.29,65.1,0.251,2.238,3.2,0.95,0.42,1.742,875.6173,0
"2023-01-23 03:10:00",351,10.27,0,0.079,0,0,3.995,16.12,16.37,15.93,0.084,65.92,66.46,64.86,0.361,2.486,3.95,0.95,0.526,1.67,875.6224,0
"2023-01-23 03:20:00",352,10.26,0,0.301,0,0,3.994,16.49,16.75,16.24,0.111,64.4,65.1,63.67,0.375,3.154,4.7,1.7,0.602,1.742,875.6184,0
"2023-01-23 03:30:00",353,10.25,0,0.136,0,0,3.994,16.7,16.85,16.54,0.044,63.69,64.01,63.43,0.1,2.935,4.7,1.7,0.528,1.67,875.6178,0
"2023-01-23 03:40:00",354,10.25,0,0.013,0,0,3.994,16.56,16.75,16.34,0.088,64.26,64.89,63.74,0.333,2.459,3.2,0.95,0.536,1.718,875.6193,0
"2023-01-23 03:50:00",355,10.24,0,0.012,0,0,3.994,16.42,16.58,16.24,0.052,64.68,65.03,64.35,0.124,2.901,4.7,1.7,0.598,1.694,875.7159,0
"2023-01-23 04:00:00",356,10.24,0,0.029,0,0,3.994,16.39,16.54,16.24,0.06,64.61,65.06,64.14,0.225,2.509,3.2,1.7,0.384,1.67,875.7811,0
"2023-01-23 04:10:00",357,10.23,0,0.079,0,0,3.995,16.49,16.68,16.27,0.094,64.08,64.72,63.5,0.328,2.585,3.2,1.7,0.366,1.67,875.7844,0
"2023-01-23 04:20:00",358,10.23,0,0.001,0,0,3.995,16.12,16.44,15.9,0.122,65.52,66.12,64.49,0.468,2.705,4.7,1.7,0.524,1.694,875.7841,0
"2023-01-23 04:30:00",359,10.22,0,0.002,0,0,3.995,15.94,16.07,15.79,0.05,66.23,66.53,65.85,0.163,2.598,3.95,0.95,0.548,1.549,875.8187,0
"2023-01-23 04:40:00",360,10.22,0,0.002,0,0,3.995,15.88,16.03,15.76,0.048,66.52,66.9,66.12,0.156,2.114,3.2,0.95,0.427,1.67,875.8178,0
"2023-01-23 04:50:00",361,10.22,0,0.037,0,0,3.995,15.94,16.13,15.76,0.071,66.27,66.9,65.58,0.28,2.266,3.2,0.95,0.398,1.67,875.9169,0
"2023-01-23 05:00:00",362,10.21,0,0.035,0,0,3.995,16.07,16.24,15.9,0.076,65.76,66.39,65.24,0.303,1.81,3.2,0,0.58,1.67,875.9506,0
"2023-01-23 05:10:00",363,10.2,0,0,0,0,3.995,15.69,16,15.39,0.147,67.43,68.58,66.22,0.622,1.528,2.45,0,0.378,1.646,875.9674,0
"2023-01-23 05:20:00",364,10.19,0,0,0,0,3.995,15.39,15.52,15.25,0.05,68.87,69.36,68.4,0.188,1.526,2.45,0.95,0.334,1.621,876.1144,0
"2023-01-23 05:30:00",365,10.18,0,0.004,0,0,3.995,15.23,15.39,15.08,0.052,69.63,69.94,69.19,0.159,1.801,2.45,0,0.401,1.646,876.2128,0
"2023-01-23 05:40:00",366,10.17,0,0.016,0,0,3.995,15.23,15.39,15.01,0.062,69.67,70.14,69.22,0.235,2.004,2.45,1.7,0.368,1.597,876.2779,0
"2023-01-23 05:50:00",367,10.16,0,0.003,0,0,3.995,15.11,15.21,14.98,0.041,70.25,70.48,69.97,0.085,1.851,2.45,0.95,0.373,1.621,876.2779,0
"2023-01-23 06:00:00",368,10.16,0,0,0,0,3.995,14.96,15.18,14.81,0.075,70.94,71.4,70.31,0.282,1.62,2.45,0.95,0.32,1.597,876.3682,0
"2023-01-23 06:10:00",369,10.12,0,0.014,0,0,3.995,14.8,15.01,14.67,0.062,71.63,71.98,71.13,0.214,1.834,2.45,0.95,0.297,1.597,876.54,0
"2023-01-23 06:20:00",370,10.11,0,0.113,0,0,3.995,15.02,15.15,14.81,0.066,70.75,71.3,70.38,0.247,2.185,3.2,1.7,0.4,1.573,876.6135,0
"2023-01-23 06:30:00",371,10.09,0,0.077,0,0,3.995,15.04,15.25,14.84,0.081,70.66,71.2,70.01,0.329,2.514,3.2,0.95,0.429,1.573,876.8182,0
"2023-01-23 06:40:00",372,10.09,0,0,0,0,3.995,14.72,15.15,14.43,0.18,71.95,72.84,70.48,0.695,2.101,3.2,0.95,0.384,1.573,876.9323,0
"2023-01-23 06:50:00",373,10.06,0,0.226,0,0,3.995,14.93,15.42,14.5,0.271,70.93,72.39,69.26,1.129,2.634,3.2,1.7,0.376,1.549,877.0254,0
"2023-01-23 07:00:00",374,10.04,0,0.122,0,0,3.995,15.2,15.42,14.98,0.1,69.87,70.52,69.22,0.351,2.395,3.2,1.7,0.358,1.549,877.1547,0
"2023-01-23 07:10:00",375,10.04,0.311,0.007,0.082,0.024,3.995,14.85,15.08,14.67,0.083,71.32,71.81,70.45,0.343,2.389,3.95,0.95,0.445,1.597,877.2764,0
"2023-01-23 07:20:00",376,10.02,4.718,0.058,3.661,3.953,4.001,14.73,14.84,14.6,0.046,71.64,71.95,71.3,0.131,2.729,3.95,1.7,0.418,1.597,877.4233,0
"2023-01-23 07:30:00",377,10.02,16.66,51.61,11.71,24.94,4.022,14.73,14.87,14.64,0.043,71.63,72.12,71.3,0.184,2.55,3.95,1.7,0.434,1.573,877.5544,0
"2023-01-23 07:40:00",378,10.07,40.18,185.3,20.88,66.55,4.05,14.79,15.04,14.64,0.08,71.8,72.12,71.2,0.192,2.153,3.2,0.95,0.447,1.573,877.6771,0
"2023-01-23 07:50:00",379,10.18,65.88,276.7,29.48,108.2,4.089,15.07,15.35,14.87,0.103,71.11,71.44,70.38,0.264,1.798,2.45,0,0.412,1.597,877.7998,0
"2023-01-23 08:00:00",380,10.35,97.8,357.6,37.39,153.6,4.142,15.75,16.31,15.25,0.246,69.02,70.52,67.38,0.801,1.595,2.45,0.95,0.3,1.597,877.9141,0
"2023-01-23 08:10:00",381,10.6,134.4,431.4,44.71,201.3,4.212,16.54,16.99,16.13,0.216,66.45,67.55,65.13,0.694,1.56,2.45,0.95,0.308,1.646,878.0289,0
"2023-01-23 08:20:00",382,10.82,170.9,495.4,50.44,249.9,4.302,17.18,17.6,16.78,0.176,64.49,65.34,63.57,0.467,1.496,2.45,0.95,0.342,1.694,878.1925,0
"2023-01-23 08:30:00",383,10.91,207.6,543.9,55.76,288.3,4.411,17.72,18.01,17.43,0.123,63.23,63.77,62.64,0.284,0.871,1.7,0,0.558,1.742,878.231,0
"2023-01-23 08:40:00",384,10.97,244.2,585.8,60.54,340.1,4.543,18.26,18.78,17.87,0.239,61.99,62.98,60.69,0.629,0.137,1.7,0,0.337,1.79,878.3569,0
"2023-01-23 08:50:00",385,11.01,283.9,631.4,64.48,387.6,4.701,19.08,19.64,18.68,0.243,60.27,61,59.02,0.513,0.133,1.7,0,0.345,1.79,878.4592,0
"2023-01-23 09:00:00",386,11.06,323.9,672.2,67.26,435,4.883,20.15,20.76,19.47,0.34,58.56,59.26,57.25,0.446,0.27,1.7,0,0.489,1.863,878.5046,0
"2023-01-23 09:10:00",387,11.14,362.5,701,70.62,479.5,5.084,21,21.54,20.62,0.264,56.79,57.62,55.51,0.614,0.735,2.45,0,0.663,1.936,878.5041,0
"2023-01-23 09:20:00",388,13.22,396,712,74.35,516.3,5.293,21.68,22.02,21.37,0.149,55.1,56.19,54.05,0.49,1.035,3.2,0,0.764,2.008,878.537,0
"2023-01-23 09:30:00",389,13.19,436.3,743,76.89,563.6,5.547,21.89,22.12,21.51,0.173,54.8,55.82,54.21,0.397,1.376,2.45,0,0.522,2.129,878.5977,0
"2023-01-23 09:40:00",390,13.16,470.3,763.1,79.8,603.3,5.816,22.62,23.14,21.95,0.291,53.29,54.9,52.24,0.664,0.725,2.45,0,0.706,2.202,878.6512,0
"2023-01-23 09:50:00",391,13.13,508.3,789.6,81.5,646,6.115,22.68,23.07,22.15,0.271,54.22,55.75,52.78,0.965,0.809,2.45,0,0.639,2.226,878.6254,0
"2023-01-23 10:00:00",392,13.12,541.3,807,84.2,682.7,6.416,23.09,23.48,22.49,0.209,53.28,55.1,52,0.716,0.854,2.45,0,0.646,2.323,878.5787,0
"2023-01-23 10:10:00",393,13.11,563.1,800,87.1,706,6.672,23.83,24.33,23,0.375,51.01,53.46,49.41,1.045,0.822,3.2,0,0.811,2.347,878.4521,0
"2023-01-23 10:20:00",394,13.09,595.7,810,91.5,740.8,6.973,24.26,24.6,23.71,0.216,49.56,51.14,48.35,0.652,0.751,3.2,0,0.807,2.395,878.4536,0
"2023-01-23 10:30:00",395,13.07,623.2,819,94.5,770.1,7.278,25.36,26.13,24.33,0.448,46.82,49.34,44.7,1.126,0.633,3.2,0,0.765,2.467,878.473,0
"2023-01-23 10:40:00",396,13.06,650.9,823,96.6,795.1,7.554,24.64,25.35,24.15,0.202,48.63,49.64,47.02,0.438,1.145,3.2,0,0.685,2.612,878.4018,0
"2023-01-23 10:50:00",397,13.05,680.2,838,98.1,829,7.864,24.3,24.66,23.88,0.155,49.39,50.39,48.38,0.407,1.433,3.95,0,0.927,2.54,878.2786,0
"2023-01-23 11:00:00",398,13.05,707,846,99.6,857,8.18,23.56,24.15,22.82,0.42,50.96,52.8,49.3,1.14,1.387,3.2,0,0.658,2.54,878.2133,0
"2023-01-23 11:10:00",399,13.04,729.5,853,103.3,880,8.48,23.8,24.46,22.79,0.465,50.71,52.84,48.99,1.07,1.347,3.95,0,1.084,2.661,878.0836,0
"2023-01-23 11:20:00",400,13.03,750.8,865,103.1,903,8.79,24.61,25.65,23.84,0.612,48.81,50.59,46.3,1.315,0.858,2.45,0,0.708,2.685,877.9128,0
"2023-01-23 11:30:00",401,13.02,770.4,867,105.1,921,9.03,24.96,25.65,24.01,0.554,48.18,50.59,46.23,1.414,1.967,4.7,0,1.061,2.685,877.8038,0
"2023-01-23 11:40:00",402,13.02,787.3,873,106.8,941,9.27,25.06,25.58,24.42,0.328,47.47,49.3,46.43,0.66,0.843,3.2,0,0.861,2.757,877.7233,0
"2023-01-23 11:50:00",403,13.02,805,880,108.8,959,9.49,25.73,25.99,25.34,0.116,45.99,46.88,45.04,0.453,1.718,3.95,0,0.944,2.83,877.5293,0
"2023-01-23 12:00:00",404,13.01,812,872,111.7,966,9.56,25.11,25.54,24.66,0.212,47.23,48.61,46.19,0.519,1.178,3.95,0,0.894,2.757,877.303,0
"2023-01-23 12:10:00",405,13,802,837,120.4,952,9.4,25.68,26.09,25.07,0.261,45.73,47.01,44.69,0.569,1.114,3.2,0,0.688,2.757,877.129,0
"2023-01-23 12:20:00",406,13,824,833,134.9,972,9.47,25.28,26.33,24.62,0.541,46.65,48.41,44.22,1.258,2.511,4.7,0,1.058,2.83,876.9004,0
"2023-01-23 12:30:00",407,13.01,805,821,128.8,950,9.44,25.52,26.26,24.9,0.376,45.69,47.39,43.81,0.929,1.185,3.2,0,0.899,2.806,876.6603,0
"2023-01-23 12:40:00",408,13,811,832,123.5,956,9.58,25.91,26.26,25.47,0.198,44.17,45.51,42.85,0.763,1.293,3.95,0,0.988,2.83,876.4568,0
