"TOA5","CR1000-ESOLMET_LOC","CR1000","23644","CR1000.Std.32.05","CPU:20230124_ESOLMET-CR1000.CR1","62682","Tabla_60_min"
"TIMESTAMP","RECORD","Batt_Volt_Min","I_glo_Avg","I_dir_Avg","I_dif_Avg","I_glo_inc_Avg","Indice_UV_Avg","Indice_UV_1_Avg","Indice_UV_2_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"2023-01-25 17:00:00",25,12.93,357,739.2,60.99,481.1,0.129,5.169,2.217,30.03,30.79,29.19,0.37,23.7,26.16,22.18,0.909,1.201,3.95,0,0.95,3.096,873.6274,0
"2023-01-25 18:00:00",26,12.67,133.8,494.7,36.63,210.4,0.107,4.268,1.83,29.7,30.65,28.65,0.559,22.87,23.78,22.04,0.368,0.755,3.2,0,0.795,2.854,873.6591,0
"2023-01-25 19:00:00",27,12.58,6.059,27.66,3.393,9.42,0.1,4.003,1.717,26.51,28.75,23.85,1.505,28.27,33.9,23.41,3.217,0.386,2.45,0,0.734,2.661,873.5919,0
"2023-01-25 20:00:00",28,12.03,0,0.008,0,0,0.1,3.99,1.711,22.58,23.96,21.61,0.797,36.43,39.05,32.4,1.933,2.674,3.95,0,0.533,2.347,874.142,0
"2023-01-25 21:00:00",29,10.54,0,0.01,0,0,0.1,3.99,1.711,21.43,22.05,20.9,0.351,39.63,41.23,37.52,1.125,1.252,3.95,0,0.867,1.911,874.8291,0
"2023-01-25 22:00:00",30,10.16,0,0.085,0,0,0.1,3.99,1.711,20.71,21.24,20.25,0.206,41.11,42.63,39.39,0.71,1.407,3.95,0,0.924,1.548,875.3811,0
"2023-01-25 23:00:00",31,10.43,0,0.007,0,0,0.1,3.99,1.711,19.82,20.56,18.78,0.49,44.29,48.08,41.64,1.756,1.197,2.45,0,0.674,1.597,875.7682,0
"2023-01-26 00:00:00",32,10.31,0,0.037,0,0,0.1,3.99,1.711,18.81,19.43,18.34,0.223,46.88,48.66,44.51,0.845,1.153,2.45,0,0.686,1.524,875.959,0
"2023-01-26 01:00:00",33,10.24,0,0.239,0,0,0.1,3.99,1.711,18.58,19.77,17.83,0.499,47.08,50.71,43.48,1.804,1.963,3.95,0,0.845,1.428,876.4352,0
"2023-01-26 02:00:00",34,10.23,0,0.066,0,0,0.1,3.99,1.711,19.1,19.98,18.37,0.372,45.77,48.15,43.28,1.169,2.146,3.95,0,0.63,1.5,876.7766,0
"2023-01-26 03:00:00",35,9.83,0,0.017,0,0,0.1,3.99,1.711,17.72,18.85,16.67,0.441,51.39,55.72,47.03,1.865,1.625,3.2,0,0.784,1.428,876.6857,0
"2023-01-26 04:00:00",36,8.98,0,0.072,0,0,0.1,3.99,1.711,17.01,17.52,16.33,0.245,53.78,56.6,51.83,1.133,1.667,3.2,0,0.573,1.21,876.774,0
"2023-01-26 09:00:00",37,8.88,260,466.5,96.8,346.1,0.115,4.613,1.978,19.68,21.31,18.08,0.954,53.74,58.18,50.03,2.26,0.412,2.45,0,0.648,1.694,879.864,0
"2023-01-26 10:00:00",38,11,436.1,636.1,113.7,560.4,0.14,5.602,2.402,22.19,23.93,20.93,0.698,49.59,52.34,44.84,1.797,1.428,3.95,0,0.756,2.371,880.0931,0
"2023-01-26 11:00:00",39,13.04,611.1,621.9,173.4,748.2,0.181,7.232,3.101,23.58,24.63,22.72,0.338,46.72,49.06,44.81,0.912,1.844,5.45,0,1.036,2.588,879.9833,0
"2023-01-26 12:00:00",40,13,743.1,586.3,236.5,877,0.221,8.86,3.799,24.63,25.82,23.5,0.497,44.87,47.39,41.7,1.229,1.62,4.7,0,0.967,2.83,879.4749,0
"2023-01-26 13:00:00",41,12.98,795,685.3,201,935,0.243,9.72,4.167,25.68,26.39,24.72,0.29,42.08,43.67,38.8,0.871,1.93,4.7,0,1.04,2.757,878.2974,0
"2023-01-26 14:00:00",42,12.95,795.2,774.6,153.1,944,0.24,9.61,4.121,26.09,27.96,24.73,0.848,40.72,43.98,36.48,1.999,1.433,4.7,0,1.053,2.83,877.0029,0
"2023-01-26 15:00:00",43,12.97,601,576.2,153.3,718.9,0.201,8.04,3.449,26.62,28.06,25.13,0.764,38.98,42.28,35.63,1.515,1.55,5.45,0,0.954,3.072,875.9594,0
"2023-01-26 16:00:00",44,12.92,533.9,646.9,136.1,656.4,0.164,6.574,2.819,27.97,29.87,26.67,0.771,35.16,38.56,31.38,1.839,1.492,4.7,0,0.972,2.878,875.2814,0
"2023-01-26 17:00:00",45,12.71,98.4,44.39,69.36,115.1,0.123,4.913,2.107,26.1,29.29,25.51,0.744,36.62,38.7,31.65,1.105,1.047,3.95,0,0.946,2.758,874.9552,0
"2023-01-26 18:00:00",0,12.63,68.03,341.2,30.34,115.2,0.003,0.101,0.043,26.97,27.98,26.48,0.313,31.27,32.13,29.98,0.461,2.056,4.7,0,0.754,2.516,865.9102,0
"2023-01-26 19:00:00",1,12.44,7.065,31.76,4.244,10.64,0,0.009,0.004,25.15,26.75,23.21,0.998,35.61,41.78,31.55,2.615,0.433,2.45,0,0.61,2.516,875.312,0
"2023-01-26 20:00:00",2,11.74,0,0.004,0,0,0,-0.006,-0.003,21.59,23.48,20.79,0.77,46.52,49.28,39.19,2.792,2.584,4.7,0.95,0.731,2.202,875.9302,0
"2023-01-26 21:00:00",3,10.62,0,0.008,0,0,0,-0.006,-0.003,20.63,21.03,20.32,0.169,49.07,50.03,47.88,0.379,2.232,4.7,0,0.994,1.815,876.4976,0
"2023-01-26 22:00:00",4,10.63,0,0.036,0,0,0,-0.006,-0.003,20.1,20.56,19.64,0.205,47.35,50.37,44.85,1.232,1.153,3.2,0,0.764,1.573,877.1137,0
"2023-01-26 23:00:00",5,10.51,0,0.138,0,0,0,-0.006,-0.003,19.84,20.66,18.95,0.467,48.61,53.26,43.48,3.185,1.451,3.95,0,0.861,1.669,877.6561,0
"2023-01-27 00:00:00",6,10.42,0,0.018,0,0,0,-0.006,-0.003,19.16,20.49,17.42,0.814,47.9,52.68,43.62,2.228,1.775,3.95,0,0.733,1.597,878.2028,0
"2023-01-27 01:00:00",7,10.38,0,0.043,0,0,0,-0.006,-0.003,17.42,17.93,16.7,0.296,51.96,55.03,49.86,1.366,2.108,3.95,0,0.606,1.476,878.3524,0
"2023-01-27 02:00:00",8,10.35,0,0.032,0,0,0,-0.006,-0.003,16.44,17.69,15.68,0.544,54.9,57.84,49.96,2.16,1.408,3.2,0,0.657,1.355,878.4388,0
"2023-01-27 03:00:00",9,10.3,0,0.025,0,0,0,-0.005,-0.002,15.22,15.9,14.67,0.361,59.77,61.9,57.46,1.479,2.535,3.95,1.7,0.485,1.307,878.5156,0
"2023-01-27 04:00:00",10,9.34,0,0.025,0,0,0,-0.005,-0.002,15.1,15.49,14.77,0.15,60.82,61.93,59.58,0.609,1.595,3.2,0,0.508,1.113,878.5629,0
"2023-01-27 09:00:00",11,8.85,266.1,701,47.28,384.3,0.016,0.637,0.273,17.21,18.14,16.51,0.39,53.49,55.73,50.23,1.282,2.084,3.95,0,0.622,1.621,881.3444,0
"2023-01-27 10:00:00",12,11.13,466.5,834,59.76,612.8,0.044,1.778,0.762,19.62,20.96,17.83,0.842,46.7,51.73,42.63,2.217,2.014,4.7,0,0.879,2.274,881.5232,0
"2023-01-27 11:00:00",13,13.12,660.6,901,71.28,820,0.089,3.547,1.521,21.13,22.43,19.8,0.58,43.24,46.31,40.38,1.26,2.281,5.45,0,1.119,2.54,881.273,0
"2023-01-27 12:00:00",14,13.1,795.3,932,79.37,957,0.13,5.208,2.233,22.35,23.37,21.09,0.585,40.38,43.03,37.92,1.352,1.82,6.2,0,1.125,2.733,880.2307,0
"2023-01-27 13:00:00",15,13.08,866,966,76.86,1030,0.157,6.261,2.685,23.39,24.59,21.87,0.648,37.43,40.64,34.68,1.496,1.61,5.45,0,0.997,2.709,878.86,0
