"TIMESTAMP","RECORD","I_dir_Avg","I_glo_Avg","I_dif_Avg","I_glo_inc_Avg","I_uv_Avg","I_UVA_Avg","AirTC_Avg","RH","WS_ms_Avg","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"2023-10-27 16:40:00",5206,443.2,238,5719,286.5,0.018,13.11,28.07,61.14,1.569,226.5,873.212,17.1
"2023-10-27 16:50:00",5207,2768,187.5,3013,226.5,0.014,10.69,27.78,62.76,1.631,171.6,873.2559,6.3
"2023-10-27 17:00:00",5208,7999,167.5,1360,208.1,0.011,9.5,28,64.26,0.479,314.7,873.2161,27.8
"2023-10-27 17:10:00",5209,520.5,163.1,74.14,203.8,0.009,8.35,28.69,66.82,0.504,163.6,873.1834,5.4
"2023-10-27 17:20:00",5210,269.2,126.1,67.62,155,0.006,6.664,28.77,60.92,0.964,260.3,873.2775,1.5
"2023-10-27 17:30:00",5211,182.4,93.7,55.21,114.5,0.004,4.989,27.94,63.33,1.397,275.7,873.3209,0.1
"2023-10-27 17:40:00",5212,138.5,68.1,43.19,84,0.003,3.477,27.39,64.48,1.44,239.9,873.3507,0
"2023-10-27 17:50:00",5213,52.71,36.69,26.56,41.63,0.002,2.053,27.26,65.91,0.38,289,873.5093,0
"2023-10-27 18:00:00",5214,1.464,16.38,12.12,15.61,0.001,0.96,26.85,66.05,0.859,241,873.7109,0
"2023-10-27 18:10:00",5215,0,2.108,0.801,0.846,0.001,0.331,26.69,68.31,1.22,238.2,873.7967,0
"2023-10-27 18:20:00",5216,0,0,0,0,0,0.07,26.41,68.33,1.11,191,873.8229,0
"2023-10-27 18:30:00",5217,0,0,0,0,0,0.006,26.26,70.42,1.647,169.3,873.98,0
"2023-10-27 18:40:00",5218,0.01,0,0,0,0,0,26.08,70.82,1.297,233.5,874.2184,0
"2023-10-27 18:50:00",5219,0.01,0,0,0,0,0,26.07,70.57,1.444,275.8,874.2449,0
"2023-10-27 19:00:00",5220,0,0.03,0,0,0,0,25.73,77.08,2.083,317.5,874.3107,0
"2023-10-27 19:10:00",5221,0,0.132,0,0,0,0,24.3,80.5,2.639,351.5,874.3984,0
"2023-10-27 19:20:00",5222,0,0,0,0,0,0,23.97,77.79,3.382,311.5,874.5146,0
"2023-10-27 19:30:00",5223,0,0,0,0,0,0.001,24.15,77.1,2.705,315.8,874.6681,0
"2023-10-27 19:40:00",5224,0,0,0,0,0,0,24.04,79.47,2.179,314.6,874.8461,0
"2023-10-27 19:50:00",5225,0,0,0,0,0,0,23.72,80.1,2.206,312.8,874.9805,0
"2023-10-27 20:00:00",5226,0,0,0,0,0,0.001,23.54,80.8,2.08,350.6,875.1685,0
"2023-10-27 20:10:00",5227,0.004,0,0,0,0,0,23.43,81.5,1.76,345.5,875.2581,0
"2023-10-27 20:20:00",5228,0.031,0,0,0,0,0,23.32,80.7,1.738,328.6,875.4009,0
"2023-10-27 20:30:00",5229,0.112,0,0,0,0,0.001,23.56,81,1.361,337.9,875.4874,0
"2023-10-27 20:40:00",5230,0.012,0,0,0,0,0.001,23.34,83.6,1.725,320.4,875.663,0
"2023-10-27 20:50:00",5231,0,0,0,0,0,0,22.95,84.4,1.766,350.4,875.6599,0
"2023-10-27 21:00:00",5232,0,0,0,0,0,0,22.67,85.5,2.154,328.8,875.7769,0
"2023-10-27 21:10:00",5233,0.045,0,0,0,0,0,22.5,84,1.725,0.151,875.737,0
"2023-10-27 21:20:00",5234,0.216,0,0,0,0,0,23.13,83.2,1.481,333.6,875.7204,0
"2023-10-27 21:30:00",5235,0.054,0,0,0,0,0.001,22.86,85.8,1.396,279.6,875.757,0
"2023-10-27 21:40:00",5236,0.109,0,0,0,0,0,22.87,84.3,1.547,61.3,876.0735,0
"2023-10-27 21:50:00",5237,0.017,2.671,0,0.054,0,0,22.04,96.2,4.822,103.5,876.6722,0
"2023-10-27 22:00:00",5238,0.118,4.559,0.461,0.571,0,0,19.34,100,3.141,318.5,877.0991,0
"2023-10-27 22:10:00",5239,0.095,0.308,0.051,0.168,0,0.001,19.18,100,3.157,289.3,876.7979,0
"2023-10-27 22:20:00",5240,0.093,0,0,0,0,0.001,19.47,100,2.205,328.7,876.7127,0
"2023-10-27 22:30:00",5241,0.014,0.117,0,0,0,0.001,19.4,100,3.215,337.9,876.824,0
"2023-10-27 22:40:00",5242,0,0.903,0.155,0,0,0.002,19.2,100,4.079,337.8,876.8018,0
"2023-10-27 22:50:00",5243,0.006,0.074,0.015,0,0,0.002,19.23,96.3,3.436,344.5,876.9628,0
"2023-10-27 23:00:00",5244,0,0,0,0,0,0.001,19.23,98,2.468,316.3,876.9207,0
"2023-10-27 23:10:00",5245,0.01,0,0,0,0,0.002,19.1,98.9,1.934,336.1,876.8947,0
"2023-10-27 23:20:00",5246,0.039,0,0,0,0,0.001,19.01,98.9,0.896,0.152,877.0129,0
"2023-10-27 23:30:00",5247,0.142,0,0,0,0,0.002,19.54,96.4,1.005,351.5,877.2231,0
"2023-10-27 23:40:00",5248,0.054,0,0,0,0,0.002,19.69,96.2,0.486,310,877.3242,0
"2023-10-27 23:50:00",5249,0.062,0,0,0,0,0.002,19.78,93.1,0.995,294.7,877.3418,0
"2023-10-28 00:00:00",5250,0.019,0,0,0,0,0.002,19.94,94.4,1.11,322.7,877.4213,0
"2023-10-28 00:10:00",5251,0.041,0,0,0,0,0.002,19.56,95.1,1.775,22.49,877.4442,0
"2023-10-28 00:20:00",5252,0.163,0.044,0.061,0.462,0,0.001,19.71,92.8,1.738,330.9,877.3893,0
"2023-10-28 00:30:00",5253,0.194,0.111,0.305,1.335,0,0.001,20.12,86.6,1.355,315.9,877.2715,0
"2023-10-28 00:40:00",5254,0.287,0.322,0.491,1.399,0,0.001,20.44,76.73,1.176,100.2,877.1522,0
"2023-10-28 00:50:00",5255,0.113,0.311,0.428,0.534,0,0.001,20.55,87.5,1.76,24.3,877.0363,0
"2023-10-28 01:00:00",5256,0.111,0.007,0.036,0.121,0,0.001,20.33,76.8,1.214,18.44,877.009,0
"2023-10-28 01:10:00",5257,0.105,0.003,0.251,0.208,0,0.001,20.84,79.39,1.308,350.6,877.025,0
"2023-10-28 01:20:00",5258,0.002,0,0,0,0,0.001,20.28,86.8,0.498,346.9,876.9798,0
"2023-10-28 01:30:00",5259,0.022,0,0,0,0,0,19.72,87.3,1.579,345.1,876.9352,0
"2023-10-28 01:40:00",5260,0.079,0,0,0,0,0.001,19.81,84.6,1.906,339.7,876.8573,0
"2023-10-28 01:50:00",5261,0.015,0,0,0,0,0.001,19.56,86.7,2.214,331.1,876.7562,0
"2023-10-28 02:00:00",5262,0.034,0,0,0,0,0.001,19.08,86.5,2.29,341.2,876.7076,0
"2023-10-28 02:10:00",5263,0.026,0,0,0,0,0,19.23,87.5,1.745,336.3,876.6882,0
"2023-10-28 02:20:00",5264,0.112,0,0,0,0,0,19.13,86.7,1.335,321.2,876.606,0
"2023-10-28 02:30:00",5265,0.14,0,0,0,0,0,19.3,87.6,1.346,339.7,876.6253,0
"2023-10-28 02:40:00",5266,0.022,0,0,0,0,0,18.79,87.5,1.921,349.1,876.626,0
"2023-10-28 02:50:00",5267,0.019,0,0,0,0,0,18.82,85.6,1.59,334.4,876.4973,0
"2023-10-28 03:00:00",5268,0.085,0,0,0,0,0,18.96,86,1.479,338.7,876.3757,0
"2023-10-28 03:10:00",5269,0.017,0,0,0,0,0,18.71,88.5,2.007,346.2,876.334,0
"2023-10-28 03:20:00",5270,0.043,0,0,0,0,0,18.43,88.8,2.619,340.2,876.3541,0
"2023-10-28 03:30:00",5271,0.089,0,0,0,0,0,18.32,87.5,2.274,343.6,876.3492,0
"2023-10-28 03:40:00",5272,0.081,0,0,0,0,0,18.45,86.9,2.389,343.8,876.3099,0
"2023-10-28 03:50:00",5273,0.061,0,0,0,0,0.001,18.53,87.9,1.882,338.5,876.2953,0
"2023-10-28 04:00:00",5274,0.103,0,0,0.021,0,0,18.66,89.9,1.208,136.6,876.3338,0
"2023-10-28 04:10:00",5275,0.007,0,0,0,0,0,18.55,91.3,0.977,29.77,876.3704,0
"2023-10-28 04:20:00",5276,0,0,0,0,0,0,18.27,90.3,1.881,334.7,876.3384,0
"2023-10-28 04:30:00",5277,0.052,0,0,0,0,0,18.45,88.4,1.533,333.9,876.366,0
"2023-10-28 04:40:00",5278,0.013,0,0,0,0,0,18.56,91.7,1.31,340.6,876.3575,0
"2023-10-28 04:50:00",5279,0.009,0,0,0,0,0,18.28,92.1,1.801,336,876.2814,0
"2023-10-28 05:00:00",5280,0.022,0,0,0,0,0,18.14,92.1,1.975,335.2,876.3185,0
"2023-10-28 05:10:00",5281,0.012,0,0,0,0,0,17.98,91.6,1.786,323.9,876.4041,0
"2023-10-28 05:20:00",5282,0.034,0,0,0,0,0,17.94,91.4,1.815,350.7,876.4818,0
"2023-10-28 05:30:00",5283,0.021,0,0,0,0,0,17.78,91.9,1.543,340.6,876.5562,0
"2023-10-28 05:40:00",5284,0.007,0,0,0,0,0,17.51,94.3,1.645,351.5,876.7115,0
"2023-10-28 05:50:00",5285,0.003,0,0,0,0,0,17.14,93.8,1.91,1.217,876.8063,0
"2023-10-28 06:00:00",5286,0.062,0,0,0,0,0,17.21,92.1,2.22,342.5,876.8749,0
"2023-10-28 06:10:00",5287,0.072,0,0,0,0,0.001,17.26,91.7,2.75,347.7,876.9295,0
"2023-10-28 06:20:00",5288,0.051,0,0,0,0,0.007,17.2,91.6,2.434,339.3,877.0724,0
"2023-10-28 06:30:00",5289,0.036,2.761,1.948,1.978,0,0.08,17.03,91.7,2.19,350.8,877.2367,0
"2023-10-28 06:40:00",5290,0.04,8.13,6.265,6.982,0.001,0.373,16.99,93.5,1.514,0.577,877.4462,0
"2023-10-28 06:50:00",5291,23.6,24.35,18.49,26.31,0.001,1.045,16.81,94.4,1.414,351.5,877.703,0
"2023-10-28 07:00:00",5292,139.7,53.72,36.12,69.24,0.002,2.291,16.8,94.4,1.728,343.6,877.7606,0
"2023-10-28 07:10:00",5293,215.7,84.2,49.41,105.3,0.003,3.799,17.12,92.5,1.691,20.18,877.8493,0
"2023-10-28 07:20:00",5294,304.5,114.3,60.82,151.9,0.004,5.499,17.55,92,1.351,0.152,878.0082,0
"2023-10-28 07:30:00",5295,374.5,133.9,66.86,196.4,0.006,7.174,18.07,91.2,0.626,346.5,878.1544,0
"2023-10-28 07:40:00",5296,436.8,188.2,69.73,239.1,0.009,9.01,18.59,88.7,1.166,12.13,878.2308,0
"2023-10-28 07:50:00",5297,494.7,224.4,72.33,283.3,0.012,10.88,19.31,88.3,0.501,338.1,878.3237,0
"2023-10-28 08:00:00",5298,547.4,262,72.89,327.9,0.015,12.88,20.06,85,0.404,308.5,878.381,0
"2023-10-28 08:10:00",5299,579.6,296.1,73.58,367.3,0.019,14.88,20.75,81.4,0.392,322.9,878.4747,0
"2023-10-28 08:20:00",5300,611.8,330,74.45,407,0.024,17.07,21.9,76.06,0,37.31,878.5394,0
"2023-10-28 08:30:00",5301,655.3,370.4,73.7,453.3,0.03,19.58,23.02,72.29,0.04,234.2,878.5612,0
"2023-10-28 08:40:00",5302,685.5,411.3,74.14,498.1,0.036,21.51,23.12,70.73,0.696,212.9,878.6955,0
