"TOA5","CR3000-EXT","CR3000","9996","CR3000.Std.32.02","CPU:20230316_ESOLMET_CR3000.CR3","33176","_10_Min"
"TIMESTAMP","RECORD","CRBattVolt_Avg","GLOBHORZ_Avg","DNI_Avg","DIFFHORZ_Avg","GLOBTT_Avg","Indice_UV_Avg","Indice_UV_1_Avg","Indice_UV_2_Avg","AT_Avg","AT_Max","AT_Min","AT_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_Avg","WS_Max","WS_Min","WS_Std","WD","BP_Avg","PPT_Tot"
"TS","RN","VDC","W/m^2","W/m^2","W/m^2","W/m^2","W/m2","I-UV","MED/hr","DegC","DegC","DegC","DegC","PCT","PCT","PCT","PCT","m/s","m/s","m/s","m/s","Deg","mbar","mm"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Max","Min","Std","Avg","Max","Min","Std","Avg","Max","Min","Std","Smp","Avg","Tot"
"2023-03-16 13:20:00",0,13.28,1018.074,951.787,91.99321,1060.522,0.165,6.62,2.839,"NAN","NAN","NAN","NAN",-184.8,306.4,-508.1,258.1,0,0,0,0,0,953.2108,0
"2023-03-16 13:30:00",1,13.28,1016.735,954.969,92.08179,1061.368,0.174,6.965,2.986,"NAN","NAN","NAN","NAN",-68.07,391.3,-515.9,279.7,0,0,0,0,0,944.5106,0
"2023-03-16 13:40:00",2,13.28,1002.537,948.4156,93.02406,1047.295,0.165,6.583,2.823,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3027,0
"2023-03-16 13:50:00",3,13.28,978.7353,924.5295,95.71689,1020.998,0.149,5.946,2.55,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.0878,0
"2023-03-16 14:00:00",4,13.28,971.7283,934.66,95.86325,1013.563,0.154,6.176,2.648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.8206,0
"2023-03-16 14:10:00",5,13.28,957.8427,929.7748,97.29599,999.3194,0.15,6.008,2.576,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.4741,0
"2023-03-16 14:20:00",6,13.27,924.5582,897.5634,103.5203,967.8049,0.138,5.504,2.36,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.2393,0
"2023-03-16 14:30:00",7,13.22,929.2377,908.2692,109.2256,972.132,0.125,4.987,2.139,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.9827,0
"2023-03-16 14:40:00",8,13.14,897.1008,906.6448,105.7229,936.7601,0.109,4.366,1.872,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.7202,0
"2023-03-16 14:50:00",9,13.06,862.4761,890.9193,103.9504,902.9994,0.117,4.672,2.004,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.4805,0
"2023-03-16 15:00:00",10,13.01,834.4662,864.2864,113.3327,873.7944,0.108,4.326,1.855,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.2484,0
"2023-03-16 15:10:00",11,12.97,751.2386,771.4239,124.7981,782.5637,0.077,3.063,1.314,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.1097,0
"2023-03-16 15:20:00",12,12.93,607.4196,587.5024,132.327,632.6191,0.068,2.714,1.164,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.9034,0
"2023-03-16 15:30:00",13,12.96,764.7971,794.5002,151.2753,798.2156,0.076,3.041,1.304,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7102,0
"2023-03-16 15:40:00",14,12.95,526.1701,443.9393,165.3727,539.3235,0.06,2.382,1.022,"NAN","NAN","NAN","NAN",-124.6,342.9,-465.9,229.1,0,0,0,0,0,941.5502,0
"2023-03-16 15:50:00",15,13.01,787.705,845.6945,188.1109,817.0725,0.062,2.466,1.058,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.5343,0
"2023-03-16 16:00:00",16,13.02,745.601,839.5681,179.7477,772.1158,0.054,2.15,0.922,"NAN","NAN","NAN","NAN",-216.7,179.5,-457.9,132.7,0,0,0,0,0,941.4836,0
"2023-03-16 16:10:00",17,13.07,741.9575,811.5905,213.0629,767.3508,0.048,1.933,0.829,"NAN","NAN","NAN","NAN",-186.3,300.9,-426.7,162,0,0,0,0,0,941.594,0
"2023-03-16 16:20:00",18,13.04,322.5372,126.5322,194.4901,323.7865,0.024,0.966,0.414,"NAN","NAN","NAN","NAN",-152.9,281.6,-495.1,211.2,0,0,0,0,0,941.6313,0
"2023-03-16 16:30:00",19,13.03,569.6078,662.8722,170.0477,598.4539,0.024,0.98,0.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7516,0
"2023-03-16 16:40:00",20,12.97,478.7801,520.6337,172.2264,493.223,0.022,0.884,0.379,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.6631,0
"2023-03-16 16:50:00",21,12.89,358.3007,376.4726,152.2123,361.895,0.013,0.521,0.223,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7305,0
"2023-03-16 17:00:00",22,12.87,447.1663,719.934,122.3749,466.2908,0.011,0.456,0.196,"NAN","NAN","NAN","NAN",-138.6,381.4,-532.1,301.7,0,0,0,0,0,941.7417,0
"2023-03-16 17:10:00",23,12.83,388.9145,703.0277,97.47025,409.851,0.003,0.137,0.059,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.6902,0
"2023-03-16 17:20:00",24,12.83,348.205,673.967,96.54454,365.4275,0.001,0.033,0.014,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7379,0
"2023-03-16 17:30:00",25,12.83,330.3087,630.552,113.8985,342.9006,-0.003,-0.138,-0.059,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7612,0
"2023-03-16 17:40:00",26,12.81,188.9898,204.0966,108.425,189.3638,-0.003,-0.114,-0.049,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.7902,0
"2023-03-16 17:50:00",27,12.8,192.3643,342.3356,96.135,199.2449,-0.01,-0.386,-0.166,"NAN","NAN","NAN","NAN",-89,372.9,-536.7,300.5,0,0,0,0,0,941.7491,0
"2023-03-16 18:00:00",28,12.78,98.87094,28.1031,76.35892,95.3975,-0.009,-0.372,-0.16,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,941.8789,0
"2023-03-16 18:10:00",29,12.76,63.42133,0.04489295,51.77813,60.97657,-0.011,-0.446,-0.191,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.02,0
"2023-03-16 18:20:00",30,12.74,36.45527,0.07938302,29.50731,35.62883,-0.011,-0.431,-0.185,"NAN","NAN","NAN","NAN",-104.8,317,-477.4,207.9,0,0,0,0,0,942.1742,0
"2023-03-16 18:30:00",31,12.73,19.87551,40.68641,15.01911,20.28383,-0.011,-0.453,-0.194,"NAN","NAN","NAN","NAN",-59.56,380.4,-512,283.1,0,0,0,0,0,942.2659,0
"2023-03-16 18:40:00",32,12.73,7.908936,6.546075,6.284811,6.730137,-0.009,-0.373,-0.16,"NAN","NAN","NAN","NAN",-93.8,353.4,-494.7,274.2,0,0,0,0,0,942.4457,0
"2023-03-16 18:50:00",33,12.72,2.095095,0.05973051,1.469747,0.7484145,-0.011,-0.449,-0.193,"NAN","NAN","NAN","NAN",23.67,374,-450.3,268.8,0,0,0,0,0,942.6133,0
"2023-03-16 19:00:00",34,12.71,-1.284685,-0.07495322,-1.645149,-3.056083,-0.015,-0.589,-0.253,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.6984,0
"2023-03-16 19:10:00",35,12.71,-2.535159,0.009634186,-2.727401,-4.019632,-0.016,-0.635,-0.272,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,942.8522,0
"2023-03-16 19:20:00",36,12.7,-2.376561,0.05529999,-2.670922,-3.748583,-0.013,-0.534,-0.229,"NAN","NAN","NAN","NAN",-69.17,374,-524,254.1,0,0,0,0,0,942.9121,0
"2023-03-16 19:30:00",37,12.7,-2.477398,-0.05799812,-2.865664,-4.392177,-0.014,-0.568,-0.244,"NAN","NAN","NAN","NAN",-141.3,355.1,-500.5,233.1,0,0,0,0,0,942.9654,0
"2023-03-16 19:40:00",38,12.69,-2.655584,-0.1680218,-3.551251,-4.810049,-0.009,-0.358,-0.154,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.0507,0
"2023-03-16 19:50:00",39,12.69,-2.840349,-0.1487544,-3.621473,-4.390089,-0.017,-0.671,-0.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.2369,0
"2023-03-16 20:00:00",40,12.68,-3.029049,0.1953851,-2.921147,-3.38743,-0.016,-0.644,-0.276,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.4018,0
"2023-03-16 20:10:00",41,12.68,-2.630034,0.04585969,-2.973576,-3.482107,-0.02,-0.787,-0.338,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.5496,0
"2023-03-16 20:20:00",42,12.67,-2.565315,-0.1720702,-3.344764,-4.081278,-0.015,-0.586,-0.251,"NAN","NAN","NAN","NAN",-180.8,293.2,-440.7,164.6,0,0,0,0,0,943.6887,0
"2023-03-16 20:30:00",43,12.67,-2.842249,-0.129872,-4.002189,-4.500258,-0.016,-0.648,-0.278,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,943.9199,0
"2023-03-16 20:40:00",44,12.66,-2.817801,-0.006936736,-3.621683,-4.355978,-0.016,-0.636,-0.273,"NAN","NAN","NAN","NAN",-158.8,284.1,-516.6,222.9,0,0,0,0,0,944.1501,0
"2023-03-16 20:50:00",45,12.66,-2.988844,0.03911621,-3.362766,-4.467622,-0.015,-0.583,-0.25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3333,0
"2023-03-16 21:00:00",46,12.65,-2.812017,-0.1699546,-3.768643,-4.823508,-0.018,-0.714,-0.306,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.4793,0
"2023-03-16 21:10:00",47,12.65,-3.082568,-0.1252505,-4.034309,-4.892048,-0.016,-0.637,-0.273,"NAN","NAN","NAN","NAN",-161.4,353,-521.9,262.4,0,0,0,0,0,944.6099,0
"2023-03-16 21:20:00",48,12.64,-2.933587,-0.2337856,-4.197421,-4.943883,-0.01,-0.383,-0.164,"NAN","NAN","NAN","NAN",-22.75,431,-536.2,323.2,0,0,0,0,0,944.7414,0
"2023-03-16 21:30:00",49,12.64,-3.211854,-0.07669232,-4.231394,-4.317301,-0.015,-0.613,-0.263,"NAN","NAN","NAN","NAN",-151.5,311.2,-455,213.3,0,0,0,0,0,944.9136,0
"2023-03-16 21:40:00",50,12.63,-2.880188,-0.1797862,-3.977558,-4.620046,-0.019,-0.775,-0.332,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.1016,0
"2023-03-16 21:50:00",51,12.63,-2.773351,-0.1859543,-3.999233,-4.767398,-0.014,-0.55,-0.236,"NAN","NAN","NAN","NAN",-130.4,360.6,-521.9,262.5,0,0,0,0,0,945.1777,0
"2023-03-16 22:00:00",52,12.62,-2.84091,-0.1100314,-3.422731,-4.624993,-0.021,-0.843,-0.361,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.2634,0
"2023-03-16 22:10:00",53,12.62,-2.954033,-0.03526571,-3.168044,-4.658094,-0.014,-0.556,-0.239,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.2971,0
"2023-03-16 22:20:00",54,12.61,-2.580212,-0.209277,-3.693579,-5.086569,-0.018,-0.731,-0.314,"NAN","NAN","NAN","NAN",-234.6,227.1,-526.2,215.6,0,0,0,0,0,945.4459,0
"2023-03-16 22:30:00",55,12.61,-2.572901,-0.2169871,-3.657374,-4.903383,-0.013,-0.503,-0.216,"NAN","NAN","NAN","NAN",-88.7,344.6,-505.1,258.7,0,0,0,0,0,945.4217,0
"2023-03-16 22:40:00",56,12.6,-2.740387,-0.03276046,-3.056238,-4.391105,-0.016,-0.633,-0.272,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.5147,0
"2023-03-16 22:50:00",57,12.6,-2.468724,-0.176523,-3.294139,-4.80227,-0.018,-0.71,-0.305,"NAN","NAN","NAN","NAN",-213.6,277,-527.4,224.8,0,0,0,0,0,945.5422,0
"2023-03-16 23:00:00",58,12.59,-2.620394,-0.04470926,-3.233818,-4.478703,-0.018,-0.71,-0.305,"NAN","NAN","NAN","NAN",-220.9,237.8,-509.6,181.3,0,0,0,0,0,945.5719,0
"2023-03-16 23:10:00",59,12.59,-2.558134,-0.06822066,-3.057898,-4.32643,-0.013,-0.533,-0.229,"NAN","NAN","NAN","NAN",-71.69,343.3,-439.9,225.2,0,0,0,0,0,945.5919,0
"2023-03-16 23:20:00",60,12.58,-2.58432,-0.05897116,-2.960111,-4.280699,-0.015,-0.582,-0.25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.5612,0
"2023-03-16 23:30:00",61,12.58,-2.408028,-0.06937812,-2.89819,-4.344879,-0.011,-0.456,-0.195,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.4941,0
"2023-03-16 23:40:00",62,12.57,-2.463169,-0.08710849,-2.923715,-4.233081,-0.012,-0.471,-0.202,"NAN","NAN","NAN","NAN",-58.67,391.5,-528.3,305.2,0,0,0,0,0,945.4426,0
"2023-03-16 23:50:00",63,12.57,-2.565716,0.005010639,-2.757975,-4.054196,-0.014,-0.572,-0.245,"NAN","NAN","NAN","NAN",-124,374.9,-526.2,261.5,0,0,0,0,0,945.419,0
"2023-03-17 00:00:00",64,12.56,-2.452836,-0.04972151,-2.838751,-4.172267,-0.013,-0.538,-0.231,"NAN","NAN","NAN","NAN",-61.9,425.8,-531.8,294.5,0,0,0,0,0,945.3864,0
"2023-03-17 00:10:00",65,12.56,-2.464695,-0.04124194,-2.841923,-4.182034,-0.015,-0.601,-0.258,"NAN","NAN","NAN","NAN",-142.3,323,-479.8,194.6,0,0,0,0,0,945.3828,0
"2023-03-17 00:20:00",66,12.56,-2.44138,-0.0395076,-2.775434,-4.149462,-0.015,-0.592,-0.254,"NAN","NAN","NAN","NAN",-132.4,324.4,-520.8,207.8,0,0,0,0,0,945.3095,0
"2023-03-17 00:30:00",67,12.55,-2.387954,0.02119938,-2.577678,-3.828662,-0.013,-0.532,-0.228,"NAN","NAN","NAN","NAN",-155.3,345.5,-341.5,160.7,0,0,0,0,0,945.2302,0
"2023-03-17 00:40:00",68,12.55,-2.125098,0.08287045,-2.143965,-3.17457,-0.013,-0.505,-0.217,"NAN","NAN","NAN","NAN",-119,306.3,-481,240,0,0,0,0,0,945.205,0
"2023-03-17 00:50:00",69,12.55,-1.9614,0.06687466,-1.994586,-3.067842,-0.014,-0.554,-0.238,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.2313,0
"2023-03-17 01:00:00",70,12.54,-1.869007,0.08749571,-1.937747,-2.801417,-0.011,-0.433,-0.186,"NAN","NAN","NAN","NAN",51.98,455.1,-518.9,311.6,0,0,0,0,0,945.2681,0
"2023-03-17 01:10:00",71,12.54,-2.094236,0.1104297,-1.979272,-3.077904,-0.01,-0.397,-0.17,"NAN","NAN","NAN","NAN",-88.9,369.1,-521.5,268.3,0,0,0,0,0,945.2112,0
"2023-03-17 01:20:00",72,12.54,-1.979824,0.01965755,-2.103307,-3.211823,-0.019,-0.775,-0.332,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.1725,0
"2023-03-17 01:30:00",73,12.54,-2.044354,0.01445401,-2.321651,-3.277322,-0.016,-0.622,-0.267,"NAN","NAN","NAN","NAN",-152.3,334.2,-512.1,228.8,0,0,0,0,0,945.1295,0
"2023-03-17 01:40:00",74,12.53,-2.336384,-0.02852267,-2.554086,-3.867469,-0.014,-0.55,-0.236,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.0122,0
"2023-03-17 01:50:00",75,12.53,-2.453046,-0.05280547,-2.806226,-4.114058,-0.016,-0.639,-0.274,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.9275,0
"2023-03-17 02:00:00",76,12.53,-2.458507,-0.04760209,-2.887342,-4.143966,-0.022,-0.883,-0.379,"NAN","NAN","NAN","NAN",-285.1,252.8,-530.4,210,0,0,0,0,0,944.8078,0
"2023-03-17 02:10:00",77,12.52,-2.426909,-0.09212106,-2.996273,-4.199224,-0.015,-0.607,-0.26,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.6529,0
"2023-03-17 02:20:00",78,12.52,-2.539439,0.008094448,-2.779687,-4.001555,-0.014,-0.572,-0.245,"NAN","NAN","NAN","NAN",-93,461.5,-526.2,301.9,0,0,0,0,0,944.5354,0
"2023-03-17 02:30:00",79,12.52,-2.416194,-0.01850143,-2.721097,-4.02658,-0.019,-0.746,-0.32,"NAN","NAN","NAN","NAN",-199,304.6,-512.7,216.2,0,0,0,0,0,944.3887,0
"2023-03-17 02:40:00",80,12.51,-2.409053,-0.1007945,-2.944039,-4.131876,-0.016,-0.639,-0.274,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.335,0
"2023-03-17 02:50:00",81,12.51,-2.434644,-0.2106471,-3.297353,-4.231031,-0.023,-0.915,-0.392,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3423,0
"2023-03-17 03:00:00",82,12.51,-2.585759,-0.2164304,-3.766119,-4.095984,-0.019,-0.741,-0.318,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.331,0
"2023-03-17 03:10:00",83,12.5,-2.546272,-0.064949,-3.354423,-3.690371,-0.016,-0.651,-0.279,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3165,0
"2023-03-17 03:20:00",84,12.5,-2.559861,0.003083878,-2.942557,-3.287257,-0.017,-0.679,-0.291,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.2793,0
"2023-03-17 03:30:00",85,12.49,-2.668447,0.1250825,-2.308061,-2.886694,-0.017,-0.666,-0.286,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.2279,0
"2023-03-17 03:40:00",86,12.49,-2.008358,0.04028098,-2.169596,-3.073922,-0.017,-0.671,-0.288,"NAN","NAN","NAN","NAN",-155.7,319.5,-522.1,234.8,0,0,0,0,0,944.199,0
"2023-03-17 03:50:00",87,12.48,-2.260889,0.1239273,-2.06895,-2.690479,-0.017,-0.672,-0.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.1752,0
"2023-03-17 04:00:00",88,12.48,-2.134241,0.2112345,-1.569039,-2.655996,-0.017,-0.667,-0.286,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.1948,0
"2023-03-17 04:10:00",89,12.48,-1.721762,-0.0007708919,-1.904235,-3.155514,-0.013,-0.533,-0.228,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.1879,0
"2023-03-17 04:20:00",90,12.47,-1.866271,-0.090198,-2.297322,-3.554005,-0.015,-0.589,-0.253,"NAN","NAN","NAN","NAN",-108.1,400.7,-529.2,305.7,0,0,0,0,0,944.2118,0
"2023-03-17 04:30:00",91,12.47,-2.130277,-0.1626649,-2.96773,-3.786069,-0.013,-0.531,-0.228,"NAN","NAN","NAN","NAN",-87.2,378.1,-432.4,237.7,0,0,0,0,0,944.2642,0
"2023-03-17 04:40:00",92,12.46,-2.236408,-0.1031111,-2.593291,-3.17659,-0.014,-0.555,-0.238,"NAN","NAN","NAN","NAN",-90.5,358.6,-532.4,261.8,0,0,0,0,0,944.2863,0
"2023-03-17 04:50:00",93,12.46,-2.279884,-0.07824897,-2.693246,-3.598881,-0.016,-0.648,-0.278,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3435,0
"2023-03-17 05:00:00",94,12.45,-2.466736,-0.1457053,-3.270393,-4.0521,-0.015,-0.589,-0.253,"NAN","NAN","NAN","NAN",-110,373.1,-536.5,279.5,0,0,0,0,0,944.332,0
"2023-03-17 05:10:00",95,12.45,-2.794561,-0.0001922996,-3.050828,-3.603175,-0.017,-0.673,-0.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3217,0
"2023-03-17 05:20:00",96,12.45,-2.36046,-0.01445514,-2.710887,-3.777533,-0.013,-0.533,-0.229,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.2893,0
"2023-03-17 05:30:00",97,12.44,-2.299877,-0.06572281,-2.835481,-3.873906,-0.013,-0.514,-0.22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.3125,0
"2023-03-17 05:40:00",98,12.44,-2.431423,-0.01715359,-2.693491,-3.863541,-0.012,-0.465,-0.199,"NAN","NAN","NAN","NAN",-27.75,423.6,-527.3,294.1,0,0,0,0,0,944.3333,0
"2023-03-17 05:50:00",99,12.43,-2.20618,-0.02312857,-2.467381,-3.904667,-0.013,-0.501,-0.215,"NAN","NAN","NAN","NAN",-59.81,354.5,-480,251.9,0,0,0,0,0,944.411,0
"2023-03-17 06:00:00",100,12.42,-2.697331,0.09174336,-2.460527,-3.821821,-0.016,-0.65,-0.279,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.5389,0
"2023-03-17 06:10:00",101,12.42,-2.292378,-0.0005782093,-2.471618,-3.998866,-0.013,-0.538,-0.231,"NAN","NAN","NAN","NAN",-91.7,320.3,-497.4,225.2,0,0,0,0,0,944.7417,0
"2023-03-17 06:20:00",102,12.42,-2.657076,0.1119814,-2.398426,-3.900031,-0.018,-0.705,-0.303,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.8262,0
"2023-03-17 06:30:00",103,12.41,-2.008609,-0.1025368,-2.700905,-4.226787,-0.02,-0.8,-0.343,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.9034,0
"2023-03-17 06:40:00",104,12.41,-0.9997851,-0.1212322,-2.014807,-2.986372,-0.015,-0.582,-0.25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.9576,0
"2023-03-17 06:50:00",105,12.4,2.849801,0.05608783,1.656218,1.597206,-0.016,-0.637,-0.273,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,944.979,0
"2023-03-17 07:00:00",106,12.42,13.57461,30.83713,9.758364,12.70456,-0.014,-0.572,-0.245,"NAN","NAN","NAN","NAN",-109.1,301.1,-518.6,247.4,0,0,0,0,0,945.0907,0
"2023-03-17 07:10:00",107,12.57,37.09294,151.4574,19.31658,36.68963,-0.016,-0.654,-0.281,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.1844,0
"2023-03-17 07:20:00",108,12.85,66.09808,251.3713,28.23643,70.31736,-0.015,-0.616,-0.264,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.2711,0
"2023-03-17 07:30:00",109,13.09,99.94611,341.8241,36.13297,106.4309,-0.013,-0.5,-0.214,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.3725,0
"2023-03-17 07:40:00",110,13.22,135.8044,407.8125,43.74753,145.2007,-0.007,-0.264,-0.113,"NAN","NAN","NAN","NAN",-17.3,427.8,-470.1,292.1,0,0,0,0,0,945.492,0
"2023-03-17 07:50:00",111,13.32,174.3859,461.9969,50.75352,186.2248,-0.008,-0.329,-0.141,"NAN","NAN","NAN","NAN",-119.9,348.4,-512,265.2,0,0,0,0,0,945.6577,0
"2023-03-17 08:00:00",112,13.44,215.2506,513.6649,56.21839,228.2397,-0.007,-0.294,-0.126,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.7567,0
"2023-03-17 08:10:00",113,13.45,258.8486,564.8233,61.64058,274.2372,-0.008,-0.306,-0.131,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,945.8666,0
"2023-03-17 08:20:00",114,13.44,304.6493,610.2175,67.66875,322.1912,-0.004,-0.173,-0.074,"NAN","NAN","NAN","NAN",-132.6,301.5,-525.7,247.9,0,0,0,0,0,945.9744,0
"2023-03-17 08:30:00",115,13.43,350.8773,648.5243,72.7697,370.5943,0.003,0.111,0.048,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,946.0985,0
"2023-03-17 08:40:00",116,13.42,390.5407,673.8315,75.81208,411.7141,0.01,0.381,0.163,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,946.1785,0
"2023-03-17 08:50:00",117,13.42,433.2072,701.5743,78.85098,456.4973,0.017,0.692,0.297,"NAN","NAN","NAN","NAN",-67.52,417.7,-489.4,257.9,0,0,0,0,0,946.2693,0
"2023-03-17 09:00:00",118,13.43,471.2928,717.0889,82.5522,496.8872,0.014,0.542,0.232,"NAN","NAN","NAN","NAN",-278.8,83.5,-538.4,153.7,0,0,0,0,0,946.3491,0
"2023-03-17 09:10:00",119,13.4,612.8902,784.1423,93.66076,642.1611,0.035,1.383,0.593,24.99,25.42,24.56,0.236,28.41,29.31,27.81,0.393,0,0,0,0,2.542,956.8377,0
"2023-03-17 09:20:00",120,13.39,635.6375,790.4885,94.79276,664.3201,0.044,1.769,0.759,26.45,27.07,25.41,0.54,26.04,27.76,24.89,0.918,0,0,0,0,2.548,946.4418,0
"2023-03-17 09:30:00",121,13.36,677.0173,809.4283,95.945,705.6057,0.048,1.928,0.827,26.13,27,25.32,0.518,26.38,27.61,24.86,0.75,0,0,0,0,2.548,946.3809,0
"2023-03-17 09:40:00",122,13.36,711.2265,824.7243,96.79676,743.4559,0.067,2.683,1.15,25.45,26.12,24.79,0.449,27.32,28.58,26.13,0.699,0,0,0,0,2.542,946.3321,0
"2023-03-17 09:50:00",123,13.37,744.7756,833.6252,98.46279,778.7804,0.072,2.897,1.242,25.39,25.83,25.18,0.151,27.47,28.22,26.5,0.296,0,0,0,0,2.548,946.2289,0
"2023-03-17 10:00:00",124,13.37,778.6381,847.819,100.0173,815.1355,0.08,3.217,1.379,25.9,26.19,25.34,0.221,26.81,28.01,25.84,0.443,0,0,0,0,2.542,946.1565,0
"2023-03-17 10:10:00",125,13.37,806.6928,855.5381,100.4954,844.4933,0.071,2.856,1.225,26.06,26.55,25.49,0.318,26.42,27.42,25.5,0.517,0,0,0,0,2.548,946.0729,0
